,Group,Type,Neighborhood,count,prob,mean_dist
100,NRpre,A,M,117,0.22413793103448276,0.27366808910079177
101,NRpre,A,V,266,0.5095785440613027,0.45175064027068107
102,NRpre,M,A,124,0.1949685534591195,0.22663192602127868
103,NRpre,M,M,165,0.25943396226415094,0.29252289022379335
104,NRpre,M,V,347,0.5455974842767296,0.48084518375492796
105,NRpre,V,A,187,0.17911877394636017,0.2293449205490143
106,NRpre,V,M,276,0.26436781609195403,0.2910791367638161
107,NRpre,V,V,581,0.5565134099616859,0.47957594268716963
108,NRpre,A,A,140,0.2681992337164751,0.27974842505852604
109,NRpre,A,M,138,0.26436781609195403,0.28891410071218565
110,NRpre,A,V,244,0.4674329501915709,0.43133747422928836
111,NRpre,M,A,126,0.19811320754716982,0.23632749424926452
112,NRpre,M,M,169,0.26572327044025157,0.2918805150542388
113,NRpre,M,V,341,0.5361635220125787,0.4717919906964967
114,NRpre,V,A,180,0.1724137931034483,0.2204643112059797
115,NRpre,V,M,245,0.23467432950191572,0.28031617011845955
116,NRpre,V,V,619,0.592911877394636,0.49921951867556075
117,NRpre,A,A,127,0.24329501915708812,0.2722599874196194
118,NRpre,A,M,153,0.29310344827586204,0.2984647563531013
119,NRpre,A,V,242,0.46360153256704983,0.42927525622727936
120,NRpre,M,A,144,0.22641509433962265,0.249324307482093
121,NRpre,M,M,162,0.25471698113207547,0.2921395847463662
122,NRpre,M,V,330,0.5188679245283019,0.45853610777154086
123,NRpre,V,A,169,0.16187739463601533,0.21844749154914614
124,NRpre,V,M,253,0.24233716475095785,0.27702701793664514
125,NRpre,V,V,622,0.5957854406130269,0.5045254905142087
126,NRpre,A,A,139,0.2662835249042146,0.28080079340451375
127,NRpre,A,M,136,0.26053639846743293,0.294938698670698
128,NRpre,A,V,247,0.4731800766283525,0.42426050792478825
129,NRpre,M,A,126,0.19811320754716982,0.24277243835459109
130,NRpre,M,M,149,0.23427672955974843,0.2787599475367234
131,NRpre,M,V,361,0.5676100628930818,0.4784676141086855
132,NRpre,V,A,180,0.1724137931034483,0.2189703016624307
133,NRpre,V,M,264,0.25287356321839083,0.29238962978901434
134,NRpre,V,V,600,0.5747126436781609,0.48864006854855496
135,NRpre,A,A,116,0.2222222222222222,0.2533754334271534
136,NRpre,A,M,144,0.27586206896551724,0.2970624931242815
137,NRpre,A,V,262,0.5019157088122606,0.44956207344856514
138,NRpre,M,A,139,0.21855345911949686,0.2507106344843892
139,NRpre,M,M,132,0.20754716981132076,0.27717837902735215
140,NRpre,M,V,365,0.5738993710691824,0.4721109864882587
141,NRpre,V,A,187,0.17911877394636017,0.22220585048314506
142,NRpre,V,M,267,0.2557471264367816,0.27852840934062406
143,NRpre,V,V,590,0.5651340996168582,0.49926574017623093
144,NRpre,A,A,120,0.22988505747126436,0.255163194923221
145,NRpre,A,M,133,0.2547892720306513,0.2930770924691348
146,NRpre,A,V,269,0.5153256704980843,0.45175971260764414
147,NRpre,M,A,135,0.21226415094339623,0.2516653302178188
148,NRpre,M,M,170,0.2672955974842767,0.2875074113040329
149,NRpre,M,V,331,0.5204402515723271,0.4608272584781483
150,NRpre,V,A,198,0.1896551724137931,0.22372889036216964
151,NRpre,V,M,252,0.2413793103448276,0.28051841290845075
152,NRpre,V,V,594,0.5689655172413793,0.4957526967293796
153,NRpre,A,A,141,0.27011494252873564,0.2749455583030215
154,NRpre,A,M,133,0.2547892720306513,0.2893965195984314
155,NRpre,A,V,248,0.47509578544061304,0.4356579220985471
156,NRpre,M,A,119,0.1871069182389937,0.24405708559653233
157,NRpre,M,M,147,0.23113207547169812,0.27633617513676906
158,NRpre,M,V,370,0.5817610062893082,0.47960673926669856
159,NRpre,V,A,180,0.1724137931034483,0.2208773040548223
160,NRpre,V,M,260,0.24904214559386972,0.28445901919770483
161,NRpre,V,V,604,0.578544061302682,0.4946636767474728
162,NRpre,A,A,130,0.24904214559386972,0.2739086282305151
163,NRpre,A,M,133,0.2547892720306513,0.2833795929147121
164,NRpre,A,V,259,0.49616858237547895,0.44271177885477275
165,NRpre,M,A,119,0.1871069182389937,0.23222133351455237
166,NRpre,M,M,197,0.30974842767295596,0.3171185935092815
167,NRpre,M,V,320,0.5031446540880503,0.45066007297616617
168,NRpre,V,A,188,0.18007662835249041,0.2275456898485331
169,NRpre,V,M,242,0.23180076628352492,0.26946665017771715
170,NRpre,V,V,614,0.5881226053639846,0.5029876599737497
171,NRpre,A,A,137,0.2624521072796935,0.2814455698143084
172,NRpre,A,M,121,0.23180076628352492,0.2800976386158127
173,NRpre,A,V,264,0.5057471264367817,0.4384567915698788
174,NRpre,M,A,124,0.1949685534591195,0.2326660357595881
175,NRpre,M,M,167,0.26257861635220126,0.2925414347466228
176,NRpre,M,V,345,0.5424528301886793,0.4747925294937891
177,NRpre,V,A,179,0.171455938697318,0.21670314634329818
178,NRpre,V,M,267,0.2557471264367816,0.288260100704442
179,NRpre,V,V,598,0.5727969348659003,0.49503675295225974
180,NRpre,A,A,136,0.26053639846743293,0.2762046116799496
181,NRpre,A,M,149,0.28544061302681994,0.2971431679810668
182,NRpre,A,V,237,0.4540229885057471,0.4266522203389836
183,NRpre,M,A,130,0.20440251572327045,0.24211114766109204
184,NRpre,M,M,151,0.23742138364779874,0.2876522555925316
185,NRpre,M,V,355,0.5581761006289309,0.47023659674637636
186,NRpre,V,A,182,0.1743295019157088,0.21981812484258365
187,NRpre,V,M,274,0.2624521072796935,0.28631606528336373
188,NRpre,V,V,588,0.5632183908045977,0.4938658098740527
189,NRpre,A,A,142,0.2720306513409962,0.2839972633665948
190,NRpre,A,M,138,0.26436781609195403,0.29297212919725896
191,NRpre,A,V,242,0.46360153256704983,0.42303060743614623
192,NRpre,M,A,130,0.20440251572327045,0.2416228797577896
193,NRpre,M,M,138,0.2169811320754717,0.27456753632721137
194,NRpre,M,V,368,0.5786163522012578,0.4838095839149991
195,NRpre,V,A,149,0.14272030651340997,0.20721484276834748
196,NRpre,V,M,298,0.28544061302681994,0.29847564345968525
197,NRpre,V,V,597,0.5718390804597702,0.49430951377196725
198,NRpre,A,A,112,0.21455938697318008,0.2583674212441691
199,NRpre,A,M,141,0.27011494252873564,0.29953636817915114
200,NRpre,A,V,269,0.5153256704980843,0.4420962105766798
201,NRpre,M,A,119,0.1871069182389937,0.2323469825576117
202,NRpre,M,M,162,0.25471698113207547,0.2983271115110116
203,NRpre,M,V,355,0.5581761006289309,0.4693259059313767
204,NRpre,V,A,163,0.15613026819923373,0.21057660307168732
205,NRpre,V,M,253,0.24233716475095785,0.282047346508236
206,NRpre,V,V,628,0.6015325670498084,0.5073760504200766
207,NRpre,A,A,118,0.2260536398467433,0.26258287789982726
208,NRpre,A,M,132,0.25287356321839083,0.29074618149168824
209,NRpre,A,V,272,0.5210727969348659,0.4466709406084845
210,NRpre,M,A,139,0.21855345911949686,0.24640145558659138
211,NRpre,M,M,146,0.22955974842767296,0.2904971263726194
212,NRpre,M,V,351,0.5518867924528302,0.46310141804078925
213,NRpre,V,A,171,0.16379310344827586,0.21974752914090076
214,NRpre,V,M,262,0.2509578544061303,0.2786787744085088
215,NRpre,V,V,611,0.5852490421455939,0.5015736964505905
216,NRpre,A,A,111,0.21264367816091953,0.2570344901751551
217,NRpre,A,M,145,0.2777777777777778,0.2983618426423634
218,NRpre,A,V,266,0.5095785440613027,0.4446036671824815
219,NRpre,M,A,123,0.19339622641509435,0.2491357804923888
220,NRpre,M,M,176,0.27672955974842767,0.3057101054501357
221,NRpre,M,V,337,0.529874213836478,0.4451541140574755
222,NRpre,V,A,182,0.1743295019157088,0.22544052126920372
223,NRpre,V,M,264,0.25287356321839083,0.28279619432198466
224,NRpre,V,V,598,0.5727969348659003,0.4917632844088116
225,NRpre,A,A,138,0.26436781609195403,0.28032539163835907
226,NRpre,A,M,125,0.23946360153256704,0.2928976341344861
227,NRpre,A,V,259,0.49616858237547895,0.4267769742271549
228,NRpre,M,A,126,0.19811320754716982,0.24806024993803252
229,NRpre,M,M,153,0.24056603773584906,0.27963492352866864
230,NRpre,M,V,357,0.5613207547169812,0.47230482653329886
231,NRpre,V,A,194,0.18582375478927204,0.22135560790341346
232,NRpre,V,M,245,0.23467432950191572,0.28809189918755707
233,NRpre,V,V,605,0.5795019157088123,0.49055249290902947
234,NRpre,A,A,122,0.23371647509578544,0.2688794391405939
235,NRpre,A,M,146,0.2796934865900383,0.3030545865510844
236,NRpre,A,V,254,0.48659003831417624,0.42806597430832166
237,NRpre,M,A,137,0.21540880503144655,0.24874700886711829
238,NRpre,M,M,147,0.23113207547169812,0.2889995786901584
239,NRpre,M,V,352,0.5534591194968553,0.46225341244272333
240,NRpre,V,A,171,0.16379310344827586,0.2178426052444427
241,NRpre,V,M,260,0.24904214559386972,0.2854163182490096
242,NRpre,V,V,613,0.5871647509578544,0.4967410765065477
243,NRpre,A,A,152,0.29118773946360155,0.2947545993402939
244,NRpre,A,M,141,0.27011494252873564,0.2894298499029721
245,NRpre,A,V,229,0.4386973180076628,0.415815550756734
246,NRpre,M,A,140,0.22012578616352202,0.24463244971561138
247,NRpre,M,M,146,0.22955974842767296,0.2889306992580798
248,NRpre,M,V,350,0.550314465408805,0.4664368510263088
249,NRpre,V,A,168,0.16091954022988506,0.21082729181823226
250,NRpre,V,M,270,0.25862068965517243,0.28422849759026886
251,NRpre,V,V,606,0.5804597701149425,0.504944210591499
252,NRpre,A,A,150,0.28735632183908044,0.2823768809323584
253,NRpre,A,M,118,0.2260536398467433,0.2749582712638035
254,NRpre,A,V,254,0.48659003831417624,0.4426648478038381
255,NRpre,M,A,112,0.1761006289308176,0.2261820882700707
256,NRpre,M,M,155,0.24371069182389937,0.2916373197840412
257,NRpre,M,V,369,0.5801886792452831,0.4821805919458881
258,NRpre,V,A,191,0.18295019157088122,0.22210307694446063
259,NRpre,V,M,255,0.2442528735632184,0.2869294992083119
260,NRpre,V,V,598,0.5727969348659003,0.4909674238472274
261,NRpre,A,A,139,0.2662835249042146,0.28138135071741144
262,NRpre,A,M,133,0.2547892720306513,0.2746144879816016
263,NRpre,A,V,250,0.4789272030651341,0.4440041613009869
264,NRpre,M,A,125,0.19654088050314467,0.23135836609733784
265,NRpre,M,M,171,0.2688679245283019,0.2924251084059422
266,NRpre,M,V,340,0.5345911949685535,0.47621652549671994
267,NRpre,V,A,178,0.17049808429118773,0.22228689098844315
268,NRpre,V,M,240,0.22988505747126436,0.28014105742766016
269,NRpre,V,V,626,0.5996168582375478,0.4975720515838968
270,NRpre,A,A,104,0.19923371647509577,0.2592930603711956
271,NRpre,A,M,148,0.2835249042145594,0.2887378067702997
272,NRpre,A,V,270,0.5172413793103449,0.4519691328585047
273,NRpre,M,A,133,0.20911949685534592,0.23233240268156438
274,NRpre,M,M,168,0.2641509433962264,0.3041178319852957
275,NRpre,M,V,335,0.5267295597484277,0.46354976533313996
276,NRpre,V,A,177,0.16954022988505746,0.2159127509238861
277,NRpre,V,M,273,0.2614942528735632,0.28314359299229824
278,NRpre,V,V,594,0.5689655172413793,0.5009436560838157
279,NRpre,A,A,129,0.2471264367816092,0.2591798716747608
280,NRpre,A,M,128,0.24521072796934865,0.28914807616170074
281,NRpre,A,V,265,0.5076628352490421,0.45167205216353845
282,NRpre,M,A,115,0.18081761006289307,0.2330027946548594
283,NRpre,M,M,176,0.27672955974842767,0.299304284738747
284,NRpre,M,V,345,0.5424528301886793,0.4676929206063936
285,NRpre,V,A,182,0.1743295019157088,0.22048354706194578
286,NRpre,V,M,282,0.27011494252873564,0.2983715745911164
287,NRpre,V,V,580,0.5555555555555556,0.4811448783469378
288,NRpre,A,A,121,0.23180076628352492,0.26332506849049775
289,NRpre,A,M,136,0.26053639846743293,0.28767854793598985
290,NRpre,A,V,265,0.5076628352490421,0.4489963835735124
291,NRpre,M,A,133,0.20911949685534592,0.23598595301617045
292,NRpre,M,M,166,0.2610062893081761,0.2925226355963133
293,NRpre,M,V,337,0.529874213836478,0.47149141138751627
294,NRpre,V,A,193,0.18486590038314177,0.22446473093584243
295,NRpre,V,M,237,0.22701149425287356,0.2862690084022461
296,NRpre,V,V,614,0.5881226053639846,0.4892662606619115
297,NRpre,A,A,119,0.22796934865900384,0.25818742033002956
298,NRpre,A,M,125,0.23946360153256704,0.28492172924083237
299,NRpre,A,V,278,0.5325670498084292,0.4568908504291381
300,NRpre,M,A,116,0.18238993710691823,0.23460591422136842
301,NRpre,M,M,153,0.24056603773584906,0.2857543304564981
302,NRpre,M,V,367,0.5770440251572327,0.4796397553221335
303,NRpre,V,A,183,0.1752873563218391,0.22410689139585616
304,NRpre,V,M,249,0.23850574712643677,0.28741253943943373
305,NRpre,V,V,612,0.5862068965517241,0.4884805691647101
306,NRpre,A,A,141,0.27011494252873564,0.28940521154167353
307,NRpre,A,M,131,0.2509578544061303,0.28129965018537306
308,NRpre,A,V,250,0.4789272030651341,0.4292951382729534
309,NRpre,M,A,111,0.17452830188679244,0.22728444990551835
310,NRpre,M,M,173,0.2720125786163522,0.29341733219006816
311,NRpre,M,V,352,0.5534591194968553,0.47929821790441346
312,NRpre,V,A,197,0.18869731800766285,0.21681772805516947
313,NRpre,V,M,264,0.25287356321839083,0.29618108407316684
314,NRpre,V,V,583,0.5584291187739464,0.4870011878716637
315,NRpre,A,A,115,0.22030651340996169,0.2766947249447947
316,NRpre,A,M,124,0.23754789272030652,0.2683740695592282
317,NRpre,A,V,283,0.5421455938697318,0.45493120549597704
318,NRpre,M,A,126,0.19811320754716982,0.23326906196887495
319,NRpre,M,M,154,0.24213836477987422,0.29832902737881284
320,NRpre,M,V,356,0.559748427672956,0.46840191065231224
321,NRpre,V,A,185,0.1772030651340996,0.2256666192646463
322,NRpre,V,M,268,0.2567049808429119,0.2906565896009939
323,NRpre,V,V,591,0.5660919540229885,0.4836767911343598
324,NRpre,A,A,131,0.2509578544061303,0.27608001749195316
325,NRpre,A,M,141,0.27011494252873564,0.2854259937968841
326,NRpre,A,V,250,0.4789272030651341,0.4384939887111628
327,NRpre,M,A,100,0.15723270440251572,0.2194429497385317
328,NRpre,M,M,181,0.28459119496855345,0.30083234351430177
329,NRpre,M,V,355,0.5581761006289309,0.47972470674716655
330,NRpre,V,A,179,0.171455938697318,0.21410321021372747
331,NRpre,V,M,258,0.2471264367816092,0.2858493162131401
332,NRpre,V,V,607,0.5814176245210728,0.5000474735731325
333,NRpre,A,A,148,0.2835249042145594,0.2708682894350565
334,NRpre,A,M,118,0.2260536398467433,0.2860298771109232
335,NRpre,A,V,256,0.4904214559386973,0.4431018334540203
336,NRpre,M,A,126,0.19811320754716982,0.23567445108122034
337,NRpre,M,M,140,0.22012578616352202,0.28146127260908427
338,NRpre,M,V,370,0.5817610062893082,0.48286427630969536
339,NRpre,V,A,186,0.1781609195402299,0.2167876630442062
340,NRpre,V,M,258,0.2471264367816092,0.29147408274641307
341,NRpre,V,V,600,0.5747126436781609,0.4917382542093807
342,NRpre,A,A,140,0.2681992337164751,0.28382445274981477
343,NRpre,A,M,132,0.25287356321839083,0.2873865952849358
344,NRpre,A,V,250,0.4789272030651341,0.4287889519652494
345,NRpre,M,A,126,0.19811320754716982,0.23200826111910688
346,NRpre,M,M,151,0.23742138364779874,0.29016077986957955
347,NRpre,M,V,359,0.5644654088050315,0.47783095901131356
348,NRpre,V,A,177,0.16954022988505746,0.21519251675828585
349,NRpre,V,M,258,0.2471264367816092,0.29217510893847715
350,NRpre,V,V,609,0.5833333333333334,0.492632374303237
351,NRpre,A,A,131,0.2509578544061303,0.2733619405886756
352,NRpre,A,M,139,0.2662835249042146,0.28911747890596823
353,NRpre,A,V,252,0.4827586206896552,0.43752058050535625
354,NRpre,M,A,126,0.19811320754716982,0.23872238028417658
355,NRpre,M,M,166,0.2610062893081761,0.28613003417202554
356,NRpre,M,V,344,0.5408805031446541,0.47514758554379793
357,NRpre,V,A,192,0.1839080459770115,0.22494679480061402
358,NRpre,V,M,242,0.23180076628352492,0.28431408213521314
359,NRpre,V,V,610,0.5842911877394636,0.4907391230641728
360,NRpre,A,A,133,0.2547892720306513,0.2676746729670064
361,NRpre,A,M,136,0.26053639846743293,0.3014229358136144
362,NRpre,A,V,253,0.4846743295019157,0.4309023912193792
363,NRpre,M,A,139,0.21855345911949686,0.24767208963205367
364,NRpre,M,M,155,0.24371069182389937,0.3010286407519868
365,NRpre,M,V,342,0.5377358490566038,0.45129926961595956
366,NRpre,V,A,179,0.171455938697318,0.2196022478506329
367,NRpre,V,M,246,0.23563218390804597,0.28027260866626186
368,NRpre,V,V,619,0.592911877394636,0.5001251434831052
369,NRpre,A,A,136,0.26053639846743293,0.27698349698544356
370,NRpre,A,M,125,0.23946360153256704,0.2913568967896475
371,NRpre,A,V,261,0.5,0.43165960622490895
372,NRpre,M,A,129,0.2028301886792453,0.2382028086828108
373,NRpre,M,M,162,0.25471698113207547,0.2899185536758849
374,NRpre,M,V,345,0.5424528301886793,0.4718786376413042
375,NRpre,V,A,175,0.16762452107279693,0.21632043660029515
376,NRpre,V,M,282,0.27011494252873564,0.29322664214195493
377,NRpre,V,V,587,0.5622605363984674,0.4904529212577499
378,NRpre,A,A,122,0.23371647509578544,0.263417040709558
379,NRpre,A,M,126,0.2413793103448276,0.28287457568330054
380,NRpre,A,V,274,0.524904214559387,0.45370838360714144
381,NRpre,M,A,124,0.1949685534591195,0.23767670468522442
382,NRpre,M,M,177,0.2783018867924528,0.2987173709947883
383,NRpre,M,V,335,0.5267295597484277,0.46360592431998726
384,NRpre,V,A,176,0.1685823754789272,0.2209635862257759
385,NRpre,V,M,255,0.2442528735632184,0.2764560446933076
386,NRpre,V,V,613,0.5871647509578544,0.5025803690809165
387,NRpre,A,A,139,0.2662835249042146,0.2734473111275536
388,NRpre,A,M,120,0.22988505747126436,0.2686404376361916
389,NRpre,A,V,263,0.5038314176245211,0.45791225123625473
390,NRpre,M,A,114,0.1792452830188679,0.2291675757524428
391,NRpre,M,M,192,0.3018867924528302,0.30149956703076475
392,NRpre,M,V,330,0.5188679245283019,0.4693328572167925
393,NRpre,V,A,178,0.17049808429118773,0.22537675576096813
394,NRpre,V,M,258,0.2471264367816092,0.2879063367168017
395,NRpre,V,V,608,0.5823754789272031,0.4867169075222301
396,NRpre,A,A,144,0.27586206896551724,0.27431810003063684
397,NRpre,A,M,132,0.25287356321839083,0.297417501900189
398,NRpre,A,V,246,0.47126436781609193,0.42826439806917416
399,NRpre,M,A,129,0.2028301886792453,0.240973132355415
400,NRpre,M,M,156,0.24528301886792453,0.2775788762742469
401,NRpre,M,V,351,0.5518867924528302,0.4814479913703381
402,NRpre,V,A,167,0.15996168582375478,0.2157353765208319
403,NRpre,V,M,291,0.27873563218390807,0.2977087853419517
404,NRpre,V,V,586,0.5613026819923371,0.4865558381372164
405,NRpre,A,A,149,0.28544061302681994,0.28513813704828544
406,NRpre,A,M,119,0.22796934865900384,0.2780958185758035
407,NRpre,A,V,254,0.48659003831417624,0.43676604437591104
408,NRpre,M,A,126,0.19811320754716982,0.23979782576907754
409,NRpre,M,M,160,0.25157232704402516,0.29453789138012587
410,NRpre,M,V,350,0.550314465408805,0.4656642828507966
411,NRpre,V,A,183,0.1752873563218391,0.21911061840824797
412,NRpre,V,M,243,0.23275862068965517,0.27801457370388977
413,NRpre,V,V,618,0.5919540229885057,0.5028748078878623
414,NRpre,A,A,133,0.2547892720306513,0.28504904252088364
415,NRpre,A,M,135,0.25862068965517243,0.29053886543461205
416,NRpre,A,V,254,0.48659003831417624,0.4244120920445043
417,NRpre,M,A,124,0.1949685534591195,0.24080306392058673
418,NRpre,M,M,157,0.2468553459119497,0.28783902170370806
419,NRpre,M,V,355,0.5581761006289309,0.4713579143757052
420,NRpre,V,A,191,0.18295019157088122,0.22173476908118075
421,NRpre,V,M,281,0.26915708812260536,0.2943856527861832
422,NRpre,V,V,572,0.5478927203065134,0.483879578132636
423,NRpre,A,A,123,0.23563218390804597,0.2658666281098626
424,NRpre,A,M,140,0.2681992337164751,0.29117488980075834
425,NRpre,A,V,259,0.49616858237547895,0.44295848208937916
426,NRpre,M,A,133,0.20911949685534592,0.23922758579821202
427,NRpre,M,M,148,0.23270440251572327,0.290451311396763
428,NRpre,M,V,355,0.5581761006289309,0.47032110280502504
429,NRpre,V,A,189,0.1810344827586207,0.22902752851921546
430,NRpre,V,M,269,0.25766283524904215,0.2864451638583493
431,NRpre,V,V,586,0.5613026819923371,0.48452730762243523
432,NRpre,A,A,132,0.25287356321839083,0.27528388547274835
433,NRpre,A,M,125,0.23946360153256704,0.27601074255877805
434,NRpre,A,V,265,0.5076628352490421,0.4487053719684736
435,NRpre,M,A,113,0.17767295597484276,0.23632868658952363
436,NRpre,M,M,170,0.2672955974842767,0.2887080120889975
437,NRpre,M,V,353,0.5550314465408805,0.47496330132147885
438,NRpre,V,A,176,0.1685823754789272,0.22261689890999897
439,NRpre,V,M,287,0.27490421455938696,0.295343232787697
440,NRpre,V,V,581,0.5565134099616859,0.48203986830230405
441,NRpre,A,A,138,0.26436781609195403,0.27542750277104394
442,NRpre,A,M,126,0.2413793103448276,0.2894472018563896
443,NRpre,A,V,258,0.4942528735632184,0.43512529537256645
444,NRpre,M,A,127,0.19968553459119498,0.22845021489618014
445,NRpre,M,M,164,0.2578616352201258,0.3041106174428215
446,NRpre,M,V,345,0.5424528301886793,0.4674391676609984
447,NRpre,V,A,182,0.1743295019157088,0.21818753983563155
448,NRpre,V,M,269,0.25766283524904215,0.2935083889030603
449,NRpre,V,V,593,0.5680076628352491,0.48830407126130815
450,NRpre,A,A,136,0.26053639846743293,0.2751316294880434
