,Group,Type,Area,Neighborhood,count,prob,mean_dist
106,DRpre,V,V1,M,126,0.40514469453376206,0.38641798557402257
107,DRpre,V,V1,V,149,0.4790996784565916,0.4281482571443526
108,DRpre,A,A/RL/AL,A,15,0.1485148514851485,0.23642086290058995
109,DRpre,A,A/RL/AL,M,60,0.594059405940594,0.48945182742812526
110,DRpre,A,A/RL/AL,V,26,0.25742574257425743,0.27412730967128474
111,DRpre,A,AM/PM,A,0,0.0,0.1017617389458396
112,DRpre,A,AM/PM,M,4,0.6666666666666666,0.6443157840237219
113,DRpre,A,AM/PM,V,2,0.3333333333333333,0.2539224770304384
114,DRpre,A,LM,A,10,0.38461538461538464,0.37805421395535443
115,DRpre,A,LM,M,10,0.38461538461538464,0.40772258931947025
116,DRpre,A,LM,V,6,0.23076923076923078,0.21422319672517529
117,DRpre,A,V1,A,13,0.09285714285714286,0.18229451346252337
118,DRpre,A,V1,M,70,0.5,0.4162219665903191
119,DRpre,A,V1,V,57,0.40714285714285714,0.4014835199471575
120,DRpre,M,A/RL/AL,A,35,0.15283842794759825,0.1951350518398911
121,DRpre,M,A/RL/AL,M,153,0.6681222707423581,0.5675616328326137
122,DRpre,M,A/RL/AL,V,41,0.17903930131004367,0.2373033153274952
123,DRpre,M,AM/PM,A,2,0.04,0.0840616134616843
124,DRpre,M,AM/PM,M,23,0.46,0.4636066929108861
125,DRpre,M,AM/PM,V,25,0.5,0.45233169362742964
126,DRpre,M,LM,A,6,0.3,0.28495855294455485
127,DRpre,M,LM,M,12,0.6,0.524112700944049
128,DRpre,M,LM,V,2,0.1,0.1909287461113961
129,DRpre,M,V1,A,43,0.1396103896103896,0.19389541689699408
130,DRpre,M,V1,M,136,0.44155844155844154,0.4075488207109814
131,DRpre,M,V1,V,129,0.41883116883116883,0.3985557623920245
132,DRpre,V,A/RL/AL,A,22,0.1981981981981982,0.24126655082651902
133,DRpre,V,A/RL/AL,M,63,0.5675675675675675,0.47301743290241377
134,DRpre,V,A/RL/AL,V,26,0.23423423423423423,0.2857160162710672
135,DRpre,V,AM/PM,A,0,0.0,0.03834345168029104
136,DRpre,V,AM/PM,M,30,0.7317073170731707,0.6035814071426778
137,DRpre,V,AM/PM,V,11,0.2682926829268293,0.35807514117703115
138,DRpre,V,LM,A,8,0.8,0.49017422846661896
139,DRpre,V,LM,M,1,0.1,0.2917227800360343
140,DRpre,V,LM,V,1,0.1,0.21810299149734674
141,DRpre,V,V1,A,37,0.11858974358974358,0.16889282553254137
142,DRpre,V,V1,M,133,0.42628205128205127,0.3899355425205135
143,DRpre,V,V1,V,142,0.4551282051282051,0.44117163194694514
144,DRpre,A,A/RL/AL,A,24,0.22857142857142856,0.2550110571409544
145,DRpre,A,A/RL/AL,M,63,0.6,0.5321673006928211
146,DRpre,A,A/RL/AL,V,18,0.17142857142857143,0.21282164216622448
147,DRpre,A,AM/PM,A,1,0.1111111111111111,0.08563493607711113
148,DRpre,A,AM/PM,M,5,0.5555555555555556,0.5301799438330296
149,DRpre,A,AM/PM,V,3,0.3333333333333333,0.3841851200898592
150,DRpre,A,LM,A,8,0.4,0.36024121897929595
151,DRpre,A,LM,M,4,0.2,0.22691872694538257
152,DRpre,A,LM,V,8,0.4,0.4128400540753215
153,DRpre,A,V1,A,15,0.1079136690647482,0.19043706901453286
154,DRpre,A,V1,M,59,0.4244604316546763,0.394748782843117
155,DRpre,A,V1,V,65,0.4676258992805755,0.4148141481423502
156,DRpre,M,A/RL/AL,A,45,0.1965065502183406,0.25129269748564287
157,DRpre,M,A/RL/AL,M,135,0.5895196506550219,0.5123281169242893
158,DRpre,M,A/RL/AL,V,49,0.21397379912663755,0.2363791855900679
159,DRpre,M,AM/PM,A,3,0.061224489795918366,0.1248947258336383
160,DRpre,M,AM/PM,M,26,0.5306122448979592,0.4606162423477058
161,DRpre,M,AM/PM,V,20,0.40816326530612246,0.4144890318186559
162,DRpre,M,LM,A,5,0.2777777777777778,0.2755743172068646
163,DRpre,M,LM,M,6,0.3333333333333333,0.3784707084220633
164,DRpre,M,LM,V,7,0.3888888888888889,0.3459549743710721
165,DRpre,M,V1,A,30,0.09646302250803858,0.17831581295063736
166,DRpre,M,V1,M,149,0.4790996784565916,0.41983433997455194
167,DRpre,M,V1,V,132,0.42443729903536975,0.4018498470748107
168,DRpre,V,A/RL/AL,A,12,0.11214953271028037,0.20568113954854458
169,DRpre,V,A/RL/AL,M,62,0.5794392523364486,0.49973811900777865
170,DRpre,V,A/RL/AL,V,33,0.308411214953271,0.29458074144367674
171,DRpre,V,AM/PM,A,2,0.05128205128205128,0.1101464232161285
172,DRpre,V,AM/PM,M,27,0.6923076923076923,0.5732988211847461
173,DRpre,V,AM/PM,V,10,0.2564102564102564,0.3165547555991254
174,DRpre,V,LM,A,7,0.3888888888888889,0.3592360990634782
175,DRpre,V,LM,M,6,0.3333333333333333,0.3081650210907706
176,DRpre,V,LM,V,5,0.2777777777777778,0.33259887984575115
177,DRpre,V,V1,A,49,0.15806451612903225,0.1996728400947173
178,DRpre,V,V1,M,132,0.4258064516129032,0.4099025977466407
179,DRpre,V,V1,V,129,0.4161290322580645,0.390424562158642
180,DRpre,A,A/RL/AL,A,19,0.20212765957446807,0.22557135958172095
181,DRpre,A,A/RL/AL,M,49,0.5212765957446809,0.4585042177510347
182,DRpre,A,A/RL/AL,V,26,0.2765957446808511,0.31592442266724435
183,DRpre,A,AM/PM,A,4,0.25,0.1907000100443972
184,DRpre,A,AM/PM,M,7,0.4375,0.44971347881646545
185,DRpre,A,AM/PM,V,5,0.3125,0.35958651113913737
186,DRpre,A,LM,A,6,0.2727272727272727,0.29707754493250593
187,DRpre,A,LM,M,11,0.5,0.40165202582329934
188,DRpre,A,LM,V,5,0.22727272727272727,0.3012704292441948
189,DRpre,A,V1,A,23,0.16312056737588654,0.20647190932570667
190,DRpre,A,V1,M,58,0.41134751773049644,0.36855816603863056
191,DRpre,A,V1,V,60,0.425531914893617,0.42496992463566274
192,DRpre,M,A/RL/AL,A,26,0.11403508771929824,0.19247887310746253
193,DRpre,M,A/RL/AL,M,150,0.6578947368421053,0.5552350133023625
194,DRpre,M,A/RL/AL,V,52,0.22807017543859648,0.25228611359017494
195,DRpre,M,AM/PM,A,6,0.1111111111111111,0.1528984540670871
196,DRpre,M,AM/PM,M,33,0.6111111111111112,0.5232897639967361
197,DRpre,M,AM/PM,V,15,0.2777777777777778,0.3238117819361768
198,DRpre,M,LM,A,3,0.15,0.30770386400393307
199,DRpre,M,LM,M,12,0.6,0.46749949667481516
200,DRpre,M,LM,V,5,0.25,0.22479663932125185
201,DRpre,M,V1,A,23,0.07540983606557378,0.15893458208815073
202,DRpre,M,V1,M,153,0.5016393442622951,0.44958174671323703
203,DRpre,M,V1,V,129,0.42295081967213116,0.39148367119861227
204,DRpre,V,A/RL/AL,A,22,0.18487394957983194,0.24352014987612877
205,DRpre,V,A/RL/AL,M,67,0.5630252100840336,0.461392387738628
206,DRpre,V,A/RL/AL,V,30,0.25210084033613445,0.2950874623852432
207,DRpre,V,AM/PM,A,6,0.2222222222222222,0.17903604512919452
208,DRpre,V,AM/PM,M,18,0.6666666666666666,0.5962882001046741
209,DRpre,V,AM/PM,V,3,0.1111111111111111,0.22467575476613144
210,DRpre,V,LM,A,5,0.35714285714285715,0.3284072210410101
211,DRpre,V,LM,M,8,0.5714285714285714,0.40796979507919556
212,DRpre,V,LM,V,1,0.07142857142857142,0.26362298387979427
213,DRpre,V,V1,A,33,0.10509554140127389,0.18005569444923447
214,DRpre,V,V1,M,129,0.410828025477707,0.38573625827899066
215,DRpre,V,V1,V,152,0.4840764331210191,0.4342080472717748
216,DRpre,A,A/RL/AL,A,25,0.25,0.27307264150771077
217,DRpre,A,A/RL/AL,M,51,0.51,0.4359961826683812
218,DRpre,A,A/RL/AL,V,24,0.24,0.290931175823908
219,DRpre,A,AM/PM,A,0,0.0,0.0
220,DRpre,A,AM/PM,M,3,0.5,0.5699613394791608
221,DRpre,A,AM/PM,V,3,0.5,0.4300386605208391
222,DRpre,A,LM,A,6,0.24,0.3579877852246767
223,DRpre,A,LM,M,12,0.48,0.390933496707507
224,DRpre,A,LM,V,7,0.28,0.25107871806781634
225,DRpre,A,V1,A,29,0.20422535211267606,0.1952827872763226
226,DRpre,A,V1,M,54,0.38028169014084506,0.38793661944212676
227,DRpre,A,V1,V,59,0.4154929577464789,0.41678059328155065
228,DRpre,M,A/RL/AL,A,29,0.125,0.19705762412098748
229,DRpre,M,A/RL/AL,M,154,0.6637931034482759,0.5566747819666035
230,DRpre,M,A/RL/AL,V,49,0.21120689655172414,0.24626759391240916
231,DRpre,M,AM/PM,A,1,0.022222222222222223,0.06953599928831801
232,DRpre,M,AM/PM,M,22,0.4888888888888889,0.47028286968536215
233,DRpre,M,AM/PM,V,22,0.4888888888888889,0.46018113102631986
234,DRpre,M,LM,A,11,0.5789473684210527,0.4694073325914508
235,DRpre,M,LM,M,5,0.2631578947368421,0.3270252719198512
236,DRpre,M,LM,V,3,0.15789473684210525,0.20356739548869798
237,DRpre,M,V1,A,39,0.12540192926045016,0.1912074808000591
238,DRpre,M,V1,M,153,0.4919614147909968,0.427658607880915
239,DRpre,M,V1,V,119,0.38263665594855306,0.38113391131902596
240,DRpre,V,A/RL/AL,A,30,0.27522935779816515,0.26251335164582085
241,DRpre,V,A/RL/AL,M,57,0.5229357798165137,0.47363968773245235
242,DRpre,V,A/RL/AL,V,22,0.2018348623853211,0.2638469606217268
243,DRpre,V,AM/PM,A,2,0.043478260869565216,0.06763542541384453
244,DRpre,V,AM/PM,M,22,0.4782608695652174,0.48018061488869
245,DRpre,V,AM/PM,V,22,0.4782608695652174,0.45218395969746544
246,DRpre,V,LM,A,8,0.6666666666666666,0.47087291677418536
247,DRpre,V,LM,M,0,0.0,0.22936449911951062
248,DRpre,V,LM,V,4,0.3333333333333333,0.299762584106304
249,DRpre,V,V1,A,46,0.1498371335504886,0.20667240820702049
250,DRpre,V,V1,M,126,0.41042345276872966,0.3946393813545113
251,DRpre,V,V1,V,135,0.43973941368078173,0.3986882104384682
252,DRpre,A,A/RL/AL,A,31,0.29523809523809524,0.29401709221923894
253,DRpre,A,A/RL/AL,M,51,0.4857142857142857,0.4338880716879108
254,DRpre,A,A/RL/AL,V,23,0.21904761904761905,0.27209483609285023
255,DRpre,A,AM/PM,A,0,0.0,0.09724788279489732
256,DRpre,A,AM/PM,M,5,0.45454545454545453,0.4952138484201297
257,DRpre,A,AM/PM,V,6,0.5454545454545454,0.407538268784973
258,DRpre,A,LM,A,5,0.2777777777777778,0.23144160802854583
259,DRpre,A,LM,M,7,0.3888888888888889,0.41451914885182445
260,DRpre,A,LM,V,6,0.3333333333333333,0.35403924311962975
261,DRpre,A,V1,A,16,0.11510791366906475,0.17814047398367228
262,DRpre,A,V1,M,63,0.45323741007194246,0.40105136865969676
263,DRpre,A,V1,V,60,0.4316546762589928,0.42080815735663096
264,DRpre,M,A/RL/AL,A,42,0.18421052631578946,0.1966488248514438
265,DRpre,M,A/RL/AL,M,141,0.618421052631579,0.5554884767193421
266,DRpre,M,A/RL/AL,V,45,0.19736842105263158,0.24786269842921418
267,DRpre,M,AM/PM,A,1,0.022727272727272728,0.14193012705413946
268,DRpre,M,AM/PM,M,26,0.5909090909090909,0.44809096727478726
269,DRpre,M,AM/PM,V,17,0.38636363636363635,0.4099789056710732
270,DRpre,M,LM,A,8,0.36363636363636365,0.3494192763480735
271,DRpre,M,LM,M,9,0.4090909090909091,0.33918457800834384
272,DRpre,M,LM,V,5,0.22727272727272727,0.3113961456435826
273,DRpre,M,V1,A,46,0.14696485623003194,0.18978123879453546
274,DRpre,M,V1,M,133,0.4249201277955272,0.3992770029125162
275,DRpre,M,V1,V,134,0.4281150159744409,0.41094175829294827
276,DRpre,V,A/RL/AL,A,24,0.2222222222222222,0.2430488217733785
277,DRpre,V,A/RL/AL,M,53,0.49074074074074076,0.45345781894979736
278,DRpre,V,A/RL/AL,V,31,0.28703703703703703,0.30349335927682414
279,DRpre,V,AM/PM,A,0,0.0,0.12591880156173596
280,DRpre,V,AM/PM,M,28,0.6666666666666666,0.5217783896553299
281,DRpre,V,AM/PM,V,14,0.3333333333333333,0.35230280878293424
282,DRpre,V,LM,A,9,0.5625,0.3744509431899783
283,DRpre,V,LM,M,7,0.4375,0.4129524115804785
284,DRpre,V,LM,V,0,0.0,0.21259664522954316
285,DRpre,V,V1,A,29,0.09415584415584416,0.17015270553105263
286,DRpre,V,V1,M,129,0.41883116883116883,0.4169257241737381
287,DRpre,V,V1,V,150,0.487012987012987,0.41292157029520926
288,DRpre,A,A/RL/AL,A,23,0.21495327102803738,0.2702325139447028
289,DRpre,A,A/RL/AL,M,60,0.5607476635514018,0.4618120725128129
290,DRpre,A,A/RL/AL,V,24,0.22429906542056074,0.26795541354248426
291,DRpre,A,AM/PM,A,0,0.0,0.05669933776785877
292,DRpre,A,AM/PM,M,4,0.4444444444444444,0.5226225805702795
293,DRpre,A,AM/PM,V,5,0.5555555555555556,0.42067808166186166
294,DRpre,A,LM,A,6,0.35294117647058826,0.2799545595423906
295,DRpre,A,LM,M,6,0.35294117647058826,0.3918449499730727
296,DRpre,A,LM,V,5,0.29411764705882354,0.32820049048453676
297,DRpre,A,V1,A,12,0.08571428571428572,0.19802994573768193
298,DRpre,A,V1,M,73,0.5214285714285715,0.44198570440080087
299,DRpre,A,V1,V,55,0.39285714285714285,0.3599843498615172
300,DRpre,M,A/RL/AL,A,33,0.14473684210526316,0.20124654926785956
301,DRpre,M,A/RL/AL,M,149,0.6535087719298246,0.5451590429508157
302,DRpre,M,A/RL/AL,V,46,0.20175438596491227,0.25359440778132464
303,DRpre,M,AM/PM,A,3,0.061224489795918366,0.10167265993855759
304,DRpre,M,AM/PM,M,28,0.5714285714285714,0.4982505914485685
305,DRpre,M,AM/PM,V,18,0.3673469387755102,0.4000767486128739
306,DRpre,M,LM,A,5,0.2,0.24984572949606
307,DRpre,M,LM,M,16,0.64,0.5251191683322682
308,DRpre,M,LM,V,4,0.16,0.22503510217167177
309,DRpre,M,V1,A,45,0.14754098360655737,0.20808072421810572
310,DRpre,M,V1,M,128,0.419672131147541,0.4034591851893497
311,DRpre,M,V1,V,132,0.43278688524590164,0.38846009059254455
312,DRpre,V,A/RL/AL,A,25,0.2358490566037736,0.2515690157346177
313,DRpre,V,A/RL/AL,M,58,0.5471698113207547,0.5084883520709373
314,DRpre,V,A/RL/AL,V,23,0.2169811320754717,0.23994263219444498
315,DRpre,V,AM/PM,A,1,0.02564102564102564,0.06599732630449405
316,DRpre,V,AM/PM,M,25,0.6410256410256411,0.5405283162804067
317,DRpre,V,AM/PM,V,13,0.3333333333333333,0.3934743574150993
318,DRpre,V,LM,A,4,0.2857142857142857,0.2621320008547057
319,DRpre,V,LM,M,9,0.6428571428571429,0.5078355087768706
320,DRpre,V,LM,V,1,0.07142857142857142,0.2300324903684237
321,DRpre,V,V1,A,36,0.11428571428571428,0.1749740218070228
322,DRpre,V,V1,M,133,0.4222222222222222,0.3943289928289137
323,DRpre,V,V1,V,146,0.4634920634920635,0.43069698536406353
324,DRpre,A,A/RL/AL,A,20,0.1941747572815534,0.23351599004952092
325,DRpre,A,A/RL/AL,M,62,0.6019417475728155,0.5047313081427269
326,DRpre,A,A/RL/AL,V,21,0.20388349514563106,0.2617527018077522
327,DRpre,A,AM/PM,A,0,0.0,0.10494113478272767
328,DRpre,A,AM/PM,M,6,0.6,0.4802921079478706
329,DRpre,A,AM/PM,V,4,0.4,0.4147667572694017
330,DRpre,A,LM,A,5,0.2631578947368421,0.32103167148598216
331,DRpre,A,LM,M,9,0.47368421052631576,0.38461476230177394
332,DRpre,A,LM,V,5,0.2631578947368421,0.29435356621224396
333,DRpre,A,V1,A,17,0.12056737588652482,0.1871965758389217
334,DRpre,A,V1,M,58,0.41134751773049644,0.39625738299681695
335,DRpre,A,V1,V,66,0.46808510638297873,0.4165460411642613
336,DRpre,M,A/RL/AL,A,38,0.1645021645021645,0.22295257943025681
337,DRpre,M,A/RL/AL,M,153,0.6623376623376623,0.5357621209923973
338,DRpre,M,A/RL/AL,V,40,0.17316017316017315,0.24128529957734582
339,DRpre,M,AM/PM,A,0,0.0,0.07912927045509265
340,DRpre,M,AM/PM,M,23,0.5609756097560976,0.46905422213137754
341,DRpre,M,AM/PM,V,18,0.43902439024390244,0.45181650741352974
342,DRpre,M,LM,A,4,0.19047619047619047,0.2606708619413552
343,DRpre,M,LM,M,11,0.5238095238095238,0.4375684317338151
344,DRpre,M,LM,V,6,0.2857142857142857,0.30176070632482976
345,DRpre,M,V1,A,42,0.1337579617834395,0.17789580253439863
346,DRpre,M,V1,M,166,0.5286624203821656,0.45906414293375014
347,DRpre,M,V1,V,106,0.3375796178343949,0.3630400545318513
348,DRpre,V,A/RL/AL,A,14,0.1308411214953271,0.24387096879549777
349,DRpre,V,A/RL/AL,M,73,0.6822429906542056,0.5431138701581748
350,DRpre,V,A/RL/AL,V,20,0.18691588785046728,0.21301516104632745
351,DRpre,V,AM/PM,A,1,0.021739130434782608,0.07152178178991016
352,DRpre,V,AM/PM,M,22,0.4782608695652174,0.47537323766161105
353,DRpre,V,AM/PM,V,23,0.5,0.45310498054847875
354,DRpre,V,LM,A,9,0.5625,0.36216879917877354
355,DRpre,V,LM,M,4,0.25,0.3619378241969142
356,DRpre,V,LM,V,3,0.1875,0.2758933766243123
357,DRpre,V,V1,A,42,0.1377049180327869,0.19458766906845731
358,DRpre,V,V1,M,109,0.35737704918032787,0.3707350761876394
359,DRpre,V,V1,V,154,0.5049180327868853,0.43467725474390323
360,DRpre,A,A/RL/AL,A,22,0.2222222222222222,0.24567744848857828
361,DRpre,A,A/RL/AL,M,51,0.5151515151515151,0.4696234391497697
362,DRpre,A,A/RL/AL,V,26,0.26262626262626265,0.284699112361652
363,DRpre,A,AM/PM,A,0,0.0,0.0
364,DRpre,A,AM/PM,M,8,0.6666666666666666,0.6066351063498774
365,DRpre,A,AM/PM,V,4,0.3333333333333333,0.3933648936501226
366,DRpre,A,LM,A,13,0.6190476190476191,0.39526055505349483
367,DRpre,A,LM,M,6,0.2857142857142857,0.3400869118562459
368,DRpre,A,LM,V,2,0.09523809523809523,0.2646525330902592
369,DRpre,A,V1,A,18,0.1276595744680851,0.17095144352661618
370,DRpre,A,V1,M,64,0.45390070921985815,0.4245755427298775
371,DRpre,A,V1,V,59,0.41843971631205673,0.4044730137435063
372,DRpre,M,A/RL/AL,A,35,0.15086206896551724,0.1795444248081125
373,DRpre,M,A/RL/AL,M,148,0.6379310344827587,0.5512831910318471
374,DRpre,M,A/RL/AL,V,49,0.21120689655172414,0.2691723841600404
375,DRpre,M,AM/PM,A,2,0.043478260869565216,0.13169493106666796
376,DRpre,M,AM/PM,M,33,0.717391304347826,0.534785037038579
377,DRpre,M,AM/PM,V,11,0.2391304347826087,0.333520031894753
378,DRpre,M,LM,A,6,0.3,0.33134730792010203
379,DRpre,M,LM,M,9,0.45,0.4047058381912538
380,DRpre,M,LM,V,5,0.25,0.2639468538886442
381,DRpre,M,V1,A,44,0.1423948220064725,0.18640450448138762
382,DRpre,M,V1,M,149,0.48220064724919093,0.4360589223192955
383,DRpre,M,V1,V,116,0.37540453074433655,0.3775365731993168
384,DRpre,V,A/RL/AL,A,14,0.12727272727272726,0.20503678177286191
385,DRpre,V,A/RL/AL,M,76,0.6909090909090909,0.5340774837258148
386,DRpre,V,A/RL/AL,V,20,0.18181818181818182,0.26088573450132335
387,DRpre,V,AM/PM,A,1,0.02564102564102564,0.1279035370468208
388,DRpre,V,AM/PM,M,17,0.4358974358974359,0.47110314863623204
389,DRpre,V,AM/PM,V,21,0.5384615384615384,0.4009933143169471
390,DRpre,V,LM,A,7,0.4666666666666667,0.4075259627894574
391,DRpre,V,LM,M,6,0.4,0.411620193043937
392,DRpre,V,LM,V,2,0.13333333333333333,0.18085384416660558
393,DRpre,V,V1,A,44,0.14193548387096774,0.1948695218781299
394,DRpre,V,V1,M,128,0.4129032258064516,0.39485749686281196
395,DRpre,V,V1,V,138,0.44516129032258067,0.41027298125905814
396,DRpre,A,A/RL/AL,A,15,0.14563106796116504,0.24252375745682694
397,DRpre,A,A/RL/AL,M,59,0.5728155339805825,0.4847186881890999
398,DRpre,A,A/RL/AL,V,29,0.2815533980582524,0.27275755435407323
