,Group,Type,NeighborTYPE,count,prob,mean_dist
50,DRpre,M,V,200,0.32948929159802304,47.58095651760873
51,DRpre,V,A,87,0.18354430379746836,55.701741914975614
52,DRpre,V,M,205,0.43248945147679324,37.21359205889662
53,DRpre,V,V,182,0.38396624472573837,41.42327726385413
54,DRpre,A,A,66,0.24175824175824176,59.15777104510262
55,DRpre,A,M,106,0.3882783882783883,43.56752887873942
56,DRpre,A,V,101,0.36996336996337,48.32607738429044
57,DRpre,M,A,114,0.18780889621087316,54.332464706983075
58,DRpre,M,M,286,0.471169686985173,37.32506896981754
59,DRpre,M,V,207,0.34102141680395387,49.70976655725219
60,DRpre,V,A,108,0.22784810126582278,51.639922947217286
61,DRpre,V,M,202,0.42616033755274263,36.510252754626926
62,DRpre,V,V,164,0.3459915611814346,39.88886620084379
63,DRpre,A,A,61,0.22344322344322345,55.785651679573554
64,DRpre,A,M,119,0.4358974358974359,37.12758196813365
65,DRpre,A,V,93,0.34065934065934067,44.3845809373854
66,DRpre,M,A,94,0.15485996705107083,57.843742012597595
67,DRpre,M,M,296,0.4876441515650741,36.864299562481726
68,DRpre,M,V,217,0.357495881383855,45.152908832968194
69,DRpre,V,A,92,0.1940928270042194,56.975296059824736
70,DRpre,V,M,206,0.4345991561181435,36.65635444646995
71,DRpre,V,V,176,0.37130801687763715,40.72081795404905
72,DRpre,A,A,62,0.2271062271062271,56.38300298320466
73,DRpre,A,M,115,0.42124542124542125,40.51513497149332
74,DRpre,A,V,96,0.3516483516483517,43.89522370861738
75,DRpre,M,A,112,0.18451400329489293,58.36249758530374
76,DRpre,M,M,305,0.5024711696869851,35.157747971890956
77,DRpre,M,V,190,0.3130148270181219,44.01365980363897
78,DRpre,V,A,91,0.19198312236286919,55.13326564129783
79,DRpre,V,M,195,0.41139240506329117,39.093090320024395
80,DRpre,V,V,188,0.39662447257383965,41.272778407474995
81,DRpre,A,A,54,0.1978021978021978,57.89148420670158
82,DRpre,A,M,135,0.4945054945054945,39.06678586484997
83,DRpre,A,V,84,0.3076923076923077,48.94354690275904
84,DRpre,M,A,134,0.22075782537067545,52.33702409977005
85,DRpre,M,M,262,0.4316309719934102,36.785802335173294
86,DRpre,M,V,211,0.34761120263591433,44.287478553008796
87,DRpre,V,A,96,0.20253164556962025,55.92433322461656
88,DRpre,V,M,206,0.4345991561181435,37.8834981578189
89,DRpre,V,V,172,0.3628691983122363,41.15869368400329
90,DRpre,A,A,58,0.21245421245421245,57.42818633118113
91,DRpre,A,M,129,0.4725274725274725,39.78898424040803
92,DRpre,A,V,86,0.315018315018315,45.09811211548823
93,DRpre,M,A,122,0.20098846787479407,57.97471289369892
94,DRpre,M,M,289,0.47611202635914335,37.41011095138597
95,DRpre,M,V,196,0.3228995057660626,44.119396540844654
96,DRpre,V,A,83,0.1751054852320675,55.904985129880444
97,DRpre,V,M,199,0.41983122362869196,36.88208873656303
98,DRpre,V,V,192,0.4050632911392405,40.26179494031928
99,DRpre,A,A,67,0.2454212454212454,55.1933923826497
100,DRpre,A,M,113,0.4139194139194139,41.16236226584058
101,DRpre,A,V,93,0.34065934065934067,43.69458096997791
102,DRpre,M,A,113,0.18616144975288304,54.69754385465389
103,DRpre,M,M,305,0.5024711696869851,37.516046501035646
104,DRpre,M,V,189,0.3113673805601318,45.00472321580813
105,DRpre,V,A,99,0.2088607594936709,53.371497112501906
106,DRpre,V,M,185,0.39029535864978904,38.41314435139563
107,DRpre,V,V,190,0.4008438818565401,40.704718948941775
108,DRpre,A,A,50,0.18315018315018314,55.83576385651197
109,DRpre,A,M,137,0.5018315018315018,36.51403963835312
110,DRpre,A,V,86,0.315018315018315,44.960136676038864
111,DRpre,M,A,139,0.22899505766062603,53.962540462292694
112,DRpre,M,M,275,0.45304777594728174,37.114865581589726
113,DRpre,M,V,193,0.31795716639209226,45.6683650682814
114,DRpre,V,A,92,0.1940928270042194,57.80281378591072
115,DRpre,V,M,197,0.41561181434599154,38.009427584310544
116,DRpre,V,V,185,0.39029535864978904,40.9649901572467
117,DRpre,A,A,50,0.18315018315018314,57.34280896608624
118,DRpre,A,M,128,0.46886446886446886,42.690153332147275
119,DRpre,A,V,95,0.34798534798534797,46.09879848777003
120,DRpre,M,A,120,0.19769357495881384,57.62889608442459
121,DRpre,M,M,314,0.5172981878088962,35.82740519375362
122,DRpre,M,V,173,0.28500823723228996,44.85142484713293
123,DRpre,V,A,89,0.1877637130801688,56.18699508053679
124,DRpre,V,M,184,0.3881856540084388,40.206394181662745
125,DRpre,V,V,201,0.4240506329113924,40.701258818225064
126,DRpre,A,A,57,0.2087912087912088,54.81612485446605
127,DRpre,A,M,130,0.47619047619047616,41.363134141490264
128,DRpre,A,V,86,0.315018315018315,47.77174212670383
129,DRpre,M,A,106,0.17462932454695224,53.53651036150248
130,DRpre,M,M,320,0.5271828665568369,35.40447506737211
131,DRpre,M,V,181,0.2981878088962109,44.83757178429946
132,DRpre,V,A,88,0.18565400843881857,53.74064488758343
133,DRpre,V,M,215,0.45358649789029537,38.163372760964386
134,DRpre,V,V,171,0.36075949367088606,42.68310949728746
135,DRpre,A,A,54,0.1978021978021978,57.95319679488245
136,DRpre,A,M,113,0.4139194139194139,41.718138308417
137,DRpre,A,V,106,0.3882783882783883,49.079320589701176
138,DRpre,M,A,126,0.20757825370675453,55.59458129421191
139,DRpre,M,M,284,0.46787479406919275,36.034011560354195
140,DRpre,M,V,197,0.3245469522240527,44.93841542722403
141,DRpre,V,A,89,0.1877637130801688,57.34414166767339
142,DRpre,V,M,204,0.43037974683544306,38.751419064708394
143,DRpre,V,V,181,0.3818565400843882,40.968890094615695
144,DRpre,A,A,82,0.30036630036630035,55.80857087361417
145,DRpre,A,M,98,0.358974358974359,42.57959511689953
146,DRpre,A,V,93,0.34065934065934067,49.976157158368025
147,DRpre,M,A,107,0.17627677100494235,56.734356956197715
148,DRpre,M,M,270,0.44481054365733114,37.360376547202506
149,DRpre,M,V,230,0.37891268533772654,43.80370022039007
150,DRpre,V,A,95,0.20042194092827004,56.59760985436495
151,DRpre,V,M,209,0.4409282700421941,37.88271974657893
152,DRpre,V,V,170,0.35864978902953587,40.609933673900294
153,DRpre,A,A,48,0.17582417582417584,57.67939759821744
154,DRpre,A,M,133,0.48717948717948717,40.275663345359064
155,DRpre,A,V,92,0.336996336996337,47.642171571523896
156,DRpre,M,A,129,0.21252059308072488,54.113245023023055
157,DRpre,M,M,291,0.4794069192751236,36.36817097277368
158,DRpre,M,V,187,0.30807248764415157,43.33446899672189
159,DRpre,V,A,90,0.189873417721519,54.340006757847796
160,DRpre,V,M,209,0.4409282700421941,35.886651250926384
161,DRpre,V,V,175,0.3691983122362869,41.72996869180351
162,DRpre,A,A,52,0.19047619047619047,55.19806137198678
163,DRpre,A,M,120,0.43956043956043955,38.763731791277024
164,DRpre,A,V,101,0.36996336996337,45.21813522927068
165,DRpre,M,A,123,0.2026359143327842,53.82290905040259
166,DRpre,M,M,289,0.47611202635914335,36.71880594637454
167,DRpre,M,V,195,0.3212520593080725,43.2786178092942
168,DRpre,V,A,91,0.19198312236286919,53.80366438894851
169,DRpre,V,M,193,0.40717299578059074,41.521579268590706
170,DRpre,V,V,190,0.4008438818565401,42.51671142290066
171,DRpre,A,A,61,0.22344322344322345,56.93681957271531
172,DRpre,A,M,118,0.43223443223443225,38.394661237482474
173,DRpre,A,V,94,0.3443223443223443,45.89075495352054
174,DRpre,M,A,127,0.20922570016474465,53.92951535577816
175,DRpre,M,M,287,0.4728171334431631,37.33804666785457
176,DRpre,M,V,193,0.31795716639209226,44.597544679929314
177,DRpre,V,A,91,0.19198312236286919,54.53125600559409
178,DRpre,V,M,188,0.39662447257383965,37.8811655944197
179,DRpre,V,V,195,0.41139240506329117,40.92860368731591
180,DRpre,A,A,61,0.22344322344322345,56.52183399153758
181,DRpre,A,M,110,0.40293040293040294,43.00814827300708
182,DRpre,A,V,102,0.37362637362637363,46.092590485258434
183,DRpre,M,A,112,0.18451400329489293,56.31813892960101
184,DRpre,M,M,302,0.4975288303130148,35.94522735147088
185,DRpre,M,V,193,0.31795716639209226,44.520479509832015
186,DRpre,V,A,102,0.21518987341772153,53.68688889870942
187,DRpre,V,M,187,0.39451476793248946,38.45128295634973
188,DRpre,V,V,185,0.39029535864978904,40.45953128878295
189,DRpre,A,A,59,0.21611721611721613,52.419448800166506
190,DRpre,A,M,116,0.4249084249084249,36.44352004688571
191,DRpre,A,V,98,0.358974358974359,39.42240856309772
192,DRpre,M,A,122,0.20098846787479407,58.95428628059078
193,DRpre,M,M,279,0.4596375617792422,38.96611427359744
194,DRpre,M,V,206,0.3393739703459638,46.446049921730506
195,DRpre,V,A,98,0.20675105485232068,53.643353657344896
196,DRpre,V,M,196,0.41350210970464135,36.94326198737451
197,DRpre,V,V,180,0.379746835443038,40.12509520220208
198,DRpre,A,A,59,0.21611721611721613,58.370599914477324
199,DRpre,A,M,123,0.45054945054945056,39.677454028776005
200,DRpre,A,V,91,0.3333333333333333,47.28217676537286
201,DRpre,M,A,127,0.20922570016474465,54.24679839298275
202,DRpre,M,M,288,0.4744645799011532,36.552408020194704
203,DRpre,M,V,192,0.3163097199341021,44.034329170566345
204,DRpre,V,A,91,0.19198312236286919,54.3640860585627
205,DRpre,V,M,190,0.4008438818565401,40.21876659441986
206,DRpre,V,V,193,0.40717299578059074,39.1055538252514
207,DRpre,A,A,54,0.1978021978021978,59.279211630325165
208,DRpre,A,M,123,0.45054945054945056,42.258727055463176
209,DRpre,A,V,96,0.3516483516483517,46.82213775999398
210,DRpre,M,A,117,0.1927512355848435,53.448793997188915
211,DRpre,M,M,296,0.4876441515650741,36.13947467280625
212,DRpre,M,V,194,0.31960461285008235,44.47155727021047
213,DRpre,V,A,99,0.2088607594936709,57.132058414329286
214,DRpre,V,M,198,0.4177215189873418,41.01731882259312
215,DRpre,V,V,177,0.37341772151898733,39.92728804328841
216,DRpre,A,A,63,0.23076923076923078,55.98330224857258
217,DRpre,A,M,123,0.45054945054945056,38.656393392151315
218,DRpre,A,V,87,0.31868131868131866,47.558206492516796
219,DRpre,M,A,123,0.2026359143327842,57.85247367013152
220,DRpre,M,M,286,0.471169686985173,37.45794021464303
221,DRpre,M,V,198,0.3261943986820428,44.345943957158205
222,DRpre,V,A,92,0.1940928270042194,56.94679604497518
223,DRpre,V,M,192,0.4050632911392405,36.66077940872179
224,DRpre,V,V,190,0.4008438818565401,40.553152845521886
225,DRpre,A,A,59,0.21611721611721613,55.78986073800787
226,DRpre,A,M,128,0.46886446886446886,39.037314979099754
227,DRpre,A,V,86,0.315018315018315,48.94418151868909
228,DRpre,M,A,137,0.2257001647446458,53.77958633283344
229,DRpre,M,M,272,0.44810543657331137,38.45412436163747
230,DRpre,M,V,198,0.3261943986820428,46.14503772058119
231,DRpre,V,A,88,0.18565400843881857,52.9453248008072
232,DRpre,V,M,209,0.4409282700421941,36.213165652052304
233,DRpre,V,V,177,0.37341772151898733,40.248939338585004
234,DRpre,A,A,74,0.27106227106227104,53.46518417685909
235,DRpre,A,M,114,0.4175824175824176,35.338959686633146
236,DRpre,A,V,85,0.31135531135531136,43.8495960609812
237,DRpre,M,A,121,0.19934102141680396,56.98817214716232
238,DRpre,M,M,269,0.443163097199341,37.60296595263009
239,DRpre,M,V,217,0.357495881383855,42.85869598240418
240,DRpre,V,A,76,0.16033755274261605,61.48671731315486
241,DRpre,V,M,212,0.4472573839662447,37.819967572431814
242,DRpre,V,V,186,0.3924050632911392,42.01897580085178
243,DRpre,A,A,58,0.21245421245421245,54.88807384408569
244,DRpre,A,M,130,0.47619047619047616,39.540572079813536
245,DRpre,A,V,85,0.31135531135531136,47.67339679805195
246,DRpre,M,A,111,0.1828665568369028,56.83970093848193
247,DRpre,M,M,298,0.49093904448105435,37.67564816358781
248,DRpre,M,V,198,0.3261943986820428,45.92770471103097
249,DRpre,V,A,87,0.18354430379746836,54.71857837011473
250,DRpre,V,M,200,0.4219409282700422,36.50459835056024
251,DRpre,V,V,187,0.39451476793248946,40.59848283799838
252,DRpre,A,A,68,0.2490842490842491,55.36944804573329
253,DRpre,A,M,113,0.4139194139194139,42.96964790178152
254,DRpre,A,V,92,0.336996336996337,45.835946064920314
255,DRpre,M,A,102,0.16803953871499178,57.306338925627344
256,DRpre,M,M,282,0.4645799011532125,36.48086936665188
257,DRpre,M,V,223,0.3673805601317957,45.262481080941384
258,DRpre,V,A,91,0.19198312236286919,52.874229491400406
259,DRpre,V,M,201,0.4240506329113924,39.22902719429293
260,DRpre,V,V,182,0.38396624472573837,40.229792239357394
261,DRpre,A,A,62,0.2271062271062271,59.08094427284794
262,DRpre,A,M,126,0.46153846153846156,45.3942648873738
263,DRpre,A,V,85,0.31135531135531136,49.383710106756325
264,DRpre,M,A,121,0.19934102141680396,54.26211256035097
265,DRpre,M,M,299,0.4925864909390445,34.7452589644568
266,DRpre,M,V,187,0.30807248764415157,45.59666755967443
267,DRpre,V,A,88,0.18565400843881857,55.45099686614768
268,DRpre,V,M,186,0.3924050632911392,41.397093825209694
269,DRpre,V,V,200,0.4219409282700422,41.401632966759834
270,DRpre,A,A,57,0.2087912087912088,55.06130630600529
271,DRpre,A,M,127,0.4652014652014652,40.387555787125905
272,DRpre,A,V,89,0.326007326007326,45.590217464038105
273,DRpre,M,A,117,0.1927512355848435,55.44331967903346
274,DRpre,M,M,293,0.4827018121911038,35.54036355942808
275,DRpre,M,V,197,0.3245469522240527,42.32410304298348
276,DRpre,V,A,95,0.20042194092827004,57.44877762032602
277,DRpre,V,M,210,0.4430379746835443,40.53802956928523
278,DRpre,V,V,169,0.35654008438818563,41.89308622038853
279,DRpre,A,A,53,0.19413919413919414,59.036082875183794
280,DRpre,A,M,135,0.4945054945054945,38.36338453124125
281,DRpre,A,V,85,0.31135531135531136,45.947512070515906
282,DRpre,M,A,124,0.2042833607907743,57.343573240754644
283,DRpre,M,M,277,0.45634266886326197,36.8668111353286
284,DRpre,M,V,206,0.3393739703459638,47.64623771796611
285,DRpre,V,A,95,0.20042194092827004,56.961146550580054
286,DRpre,V,M,196,0.41350210970464135,36.527322240291596
287,DRpre,V,V,183,0.3860759493670886,40.84531445230298
288,DRpre,A,A,57,0.2087912087912088,60.008094072392076
289,DRpre,A,M,121,0.4432234432234432,39.65354129569378
290,DRpre,A,V,95,0.34798534798534797,46.52969058577113
291,DRpre,M,A,118,0.19439868204283361,54.12817953835152
292,DRpre,M,M,285,0.4695222405271829,37.70331047014063
293,DRpre,M,V,204,0.33607907742998355,43.83887756148773
294,DRpre,V,A,88,0.18565400843881857,55.18807366143291
295,DRpre,V,M,204,0.43037974683544306,37.22091763345355
296,DRpre,V,V,182,0.38396624472573837,40.4633455635002
297,DRpre,A,A,53,0.19413919413919414,59.80982756071948
298,DRpre,A,M,122,0.4468864468864469,38.48794678435351
299,DRpre,A,V,98,0.358974358974359,46.67528535020864
300,DRpre,M,A,127,0.20922570016474465,55.835434978976984
301,DRpre,M,M,274,0.4514003294892916,37.93046962731759
302,DRpre,M,V,206,0.3393739703459638,44.8468470088349
303,DRpre,V,A,97,0.20464135021097046,55.00947339847351
304,DRpre,V,M,208,0.4388185654008439,34.94027909537509
305,DRpre,V,V,169,0.35654008438818563,40.99384299434924
306,DRpre,A,A,54,0.1978021978021978,59.16757264176539
307,DRpre,A,M,125,0.45787545787545786,38.11944365948349
308,DRpre,A,V,94,0.3443223443223443,48.85458702039984
309,DRpre,M,A,130,0.214168039538715,54.47734737381683
310,DRpre,M,M,270,0.44481054365733114,38.211028664091366
311,DRpre,M,V,207,0.34102141680395387,47.21479630741789
312,DRpre,V,A,93,0.1962025316455696,54.38784714738523
313,DRpre,V,M,203,0.4282700421940928,35.30616470971627
314,DRpre,V,V,178,0.3755274261603376,41.31422244004955
315,DRpre,A,A,47,0.17216117216117216,59.02010044683504
316,DRpre,A,M,109,0.3992673992673993,43.344747198161805
317,DRpre,A,V,117,0.42857142857142855,42.01304302191636
318,DRpre,M,A,109,0.17957166392092258,54.48648884632672
319,DRpre,M,M,305,0.5024711696869851,35.90103973019472
320,DRpre,M,V,193,0.31795716639209226,41.970172292203436
321,DRpre,V,A,117,0.2468354430379747,54.24054859509402
322,DRpre,V,M,194,0.4092827004219409,41.75246900101829
323,DRpre,V,V,163,0.3438818565400844,41.46887146582625
324,DRpre,A,A,47,0.17216117216117216,54.446370307395426
325,DRpre,A,M,118,0.43223443223443225,41.1879209964328
326,DRpre,A,V,108,0.3956043956043956,45.064827257297644
327,DRpre,M,A,105,0.17298187808896212,58.24163506948731
328,DRpre,M,M,312,0.514003294892916,36.08765419513801
329,DRpre,M,V,190,0.3130148270181219,46.69171978143849
330,DRpre,V,A,89,0.1877637130801688,54.51381753997025
331,DRpre,V,M,190,0.4008438818565401,39.63738589711793
332,DRpre,V,V,195,0.41139240506329117,40.46567299295635
333,DRpre,A,A,68,0.2490842490842491,53.440364092401765
334,DRpre,A,M,106,0.3882783882783883,40.62006852995563
335,DRpre,A,V,99,0.3626373626373626,43.9773753630773
336,DRpre,M,A,101,0.16639209225700163,59.44778244377936
337,DRpre,M,M,313,0.515650741350906,36.420773919478364
338,DRpre,M,V,193,0.31795716639209226,46.288930180316996
339,DRpre,V,A,86,0.18143459915611815,56.698518341764355
340,DRpre,V,M,194,0.4092827004219409,41.78889138700472
341,DRpre,V,V,194,0.4092827004219409,40.03417403426873
342,DRpre,A,A,40,0.14652014652014653,59.452348817539026
343,DRpre,A,M,140,0.5128205128205128,37.44617961854123
344,DRpre,A,V,93,0.34065934065934067,45.33810426228967
345,DRpre,M,A,118,0.19439868204283361,52.80225836374061
346,DRpre,M,M,282,0.4645799011532125,36.729338289942035
347,DRpre,M,V,207,0.34102141680395387,41.94159002527897
348,DRpre,V,A,97,0.20464135021097046,57.555980454796256
349,DRpre,V,M,194,0.4092827004219409,37.73416988405311
350,DRpre,V,V,183,0.3860759493670886,41.696977394483284
351,DRpre,A,A,50,0.18315018315018314,55.07001587651505
352,DRpre,A,M,129,0.4725274725274725,40.49334541061776
353,DRpre,A,V,94,0.3443223443223443,44.43992001251557
354,DRpre,M,A,114,0.18780889621087316,52.594554984755455
355,DRpre,M,M,294,0.4843492586490939,36.45651386233698
356,DRpre,M,V,199,0.32784184514003295,42.14245663814335
357,DRpre,V,A,99,0.2088607594936709,55.12031734842111
358,DRpre,V,M,211,0.4451476793248945,39.67070075095053
359,DRpre,V,V,164,0.3459915611814346,42.724578534988744
360,DRpre,A,A,63,0.23076923076923078,60.796853951541515
361,DRpre,A,M,104,0.38095238095238093,44.226194593094654
362,DRpre,A,V,106,0.3882783882783883,44.084731827376906
363,DRpre,M,A,113,0.18616144975288304,56.490494936282005
364,DRpre,M,M,297,0.48929159802306427,36.590498850500005
365,DRpre,M,V,197,0.3245469522240527,45.32805037421332
366,DRpre,V,A,94,0.19831223628691982,52.291158288816796
367,DRpre,V,M,185,0.39029535864978904,40.446868386138384
368,DRpre,V,V,195,0.41139240506329117,39.244402331778495
369,DRpre,A,A,50,0.18315018315018314,56.54080953677786
370,DRpre,A,M,126,0.46153846153846156,36.373120670552524
371,DRpre,A,V,97,0.3553113553113553,48.01043198013964
372,DRpre,M,A,127,0.20922570016474465,58.17358944421252
373,DRpre,M,M,291,0.4794069192751236,37.8638113356432
374,DRpre,M,V,189,0.3113673805601318,44.77128158086113
375,DRpre,V,A,87,0.18354430379746836,59.2171358474249
376,DRpre,V,M,200,0.4219409282700422,37.81041605382688
377,DRpre,V,V,187,0.39451476793248946,40.02147972375229
378,DRpre,A,A,50,0.18315018315018314,57.85230694283072
379,DRpre,A,M,130,0.47619047619047616,39.89701870011157
380,DRpre,A,V,93,0.34065934065934067,49.95738489260387
381,DRpre,M,A,115,0.18945634266886327,56.79547970630772
382,DRpre,M,M,284,0.46787479406919275,37.07787666741758
383,DRpre,M,V,208,0.342668863261944,46.52049098782344
384,DRpre,V,A,88,0.18565400843881857,59.17320291752557
385,DRpre,V,M,199,0.41983122362869196,38.77693971621827
386,DRpre,V,V,187,0.39451476793248946,40.1772055681993
387,DRpre,A,A,59,0.21611721611721613,55.946944976468295
388,DRpre,A,M,111,0.4065934065934066,41.639330619298356
389,DRpre,A,V,103,0.3772893772893773,46.13455318939909
390,DRpre,M,A,116,0.19110378912685339,56.228622070727944
391,DRpre,M,M,295,0.48599670510708404,36.61537055328583
392,DRpre,M,V,196,0.3228995057660626,47.486592146107554
393,DRpre,V,A,98,0.20675105485232068,53.27817625979591
394,DRpre,V,M,189,0.3987341772151899,39.32042547046689
395,DRpre,V,V,187,0.39451476793248946,40.3496632616358
396,DRpre,A,A,65,0.23809523809523808,58.250681739885636
397,DRpre,A,M,102,0.37362637362637363,41.22096949185144
398,DRpre,A,V,106,0.3882783882783883,44.63434572930721
399,DRpre,M,A,119,0.19604612850082373,53.28035661002246
400,DRpre,M,M,279,0.4596375617792422,37.81061853415401
401,DRpre,M,V,209,0.3443163097199341,43.91973849714849
402,DRpre,V,A,95,0.20042194092827004,52.9900304166333
403,DRpre,V,M,192,0.4050632911392405,38.1636666006755
404,DRpre,V,V,187,0.39451476793248946,41.22324839364373
405,DRpre,A,A,43,0.1575091575091575,57.0100759698051
406,DRpre,A,M,130,0.47619047619047616,40.460226043196826
407,DRpre,A,V,100,0.3663003663003663,45.623504914946224
408,DRpre,M,A,137,0.2257001647446458,53.12282679581141
409,DRpre,M,M,276,0.4546952224052718,37.07032941220692
410,DRpre,M,V,194,0.31960461285008235,43.12265244919695
411,DRpre,V,A,90,0.189873417721519,54.44873071564411
412,DRpre,V,M,196,0.41350210970464135,38.26141031661481
413,DRpre,V,V,188,0.39662447257383965,41.97222806735677
414,DRpre,A,A,52,0.19047619047619047,56.17627498426803
415,DRpre,A,M,133,0.48717948717948717,37.254921953806665
416,DRpre,A,V,88,0.32234432234432236,44.277580956504025
417,DRpre,M,A,124,0.2042833607907743,54.72354892553513
418,DRpre,M,M,289,0.47611202635914335,36.60029750181146
419,DRpre,M,V,194,0.31960461285008235,45.322412855757015
420,DRpre,V,A,78,0.16455696202531644,57.28369939911937
421,DRpre,V,M,207,0.43670886075949367,40.590378361553
422,DRpre,V,V,189,0.3987341772151899,43.142891927076256
423,DRpre,A,A,57,0.2087912087912088,57.93081552595422
424,DRpre,A,M,113,0.4139194139194139,43.73935796864845
425,DRpre,A,V,103,0.3772893772893773,47.931914940691314
426,DRpre,M,A,106,0.17462932454695224,54.84776083168707
427,DRpre,M,M,296,0.4876441515650741,37.96059344655594
428,DRpre,M,V,205,0.33772652388797364,43.29568693651854
429,DRpre,V,A,102,0.21518987341772153,53.637944806175305
430,DRpre,V,M,199,0.41983122362869196,37.17747023666501
431,DRpre,V,V,173,0.3649789029535865,40.64860021710643
432,DRpre,A,A,59,0.21611721611721613,54.90371212722759
433,DRpre,A,M,116,0.4249084249084249,39.759052166399925
434,DRpre,A,V,98,0.358974358974359,44.029387662951336
435,DRpre,M,A,135,0.22240527182866557,57.03644914106853
436,DRpre,M,M,272,0.44810543657331137,37.29346706166147
437,DRpre,M,V,200,0.32948929159802304,45.55471734119591
438,DRpre,V,A,99,0.2088607594936709,57.1528485009236
439,DRpre,V,M,198,0.4177215189873418,38.69766200541286
440,DRpre,V,V,177,0.37341772151898733,42.21685581601966
441,DRpre,A,A,62,0.2271062271062271,55.408383602494794
442,DRpre,A,M,125,0.45787545787545786,39.99744013261895
443,DRpre,A,V,86,0.315018315018315,45.37328651400754
444,DRpre,M,A,122,0.20098846787479407,54.94413654232114
445,DRpre,M,M,286,0.471169686985173,37.076379363237
446,DRpre,M,V,199,0.32784184514003295,47.697815779709906
447,DRpre,V,A,93,0.1962025316455696,52.55438432551285
448,DRpre,V,M,204,0.43037974683544306,37.89402351654025
449,DRpre,V,V,177,0.37341772151898733,41.06084769366547
450,DRpre,A,A,62,0.2271062271062271,58.812947689464266
451,DRpre,A,M,109,0.3992673992673993,40.15619592570163
452,DRpre,A,V,102,0.37362637362637363,43.26318745498857
453,DRpre,M,A,111,0.1828665568369028,55.835968585195126
454,DRpre,M,M,306,0.5041186161449753,37.269348395050095
455,DRpre,M,V,190,0.3130148270181219,44.16345068415387
456,DRpre,V,A,92,0.1940928270042194,50.79005820117088
457,DRpre,V,M,200,0.4219409282700422,37.28116169890112
458,DRpre,V,V,182,0.38396624472573837,39.47169686567405
459,DRpre,A,A,53,0.19413919413919414,56.665427404258566
460,DRpre,A,M,126,0.46153846153846156,39.494846029122314
461,DRpre,A,V,94,0.3443223443223443,47.66930045023502
462,DRpre,M,A,127,0.20922570016474465,56.50411807271927
463,DRpre,M,M,283,0.46622734761120266,36.41922205439688
464,DRpre,M,V,197,0.3245469522240527,44.73248110987473
