,Group,Type,Area,NeighborTYPE,count,prob,mean_dist
122,DRpre,M,A/RL/AL,V,59,0.2554112554112554,53.03969017475166
123,DRpre,M,AM/PM,A,4,0.09090909090909091,71.26832771689693
124,DRpre,M,AM/PM,M,21,0.4772727272727273,27.321939702424515
125,DRpre,M,AM/PM,V,19,0.4318181818181818,26.6311846556927
126,DRpre,M,LM,A,9,0.42857142857142855,45.90880780950907
127,DRpre,M,LM,M,6,0.2857142857142857,47.7585765572033
128,DRpre,M,LM,V,6,0.2857142857142857,61.25659228392622
129,DRpre,M,V1,A,64,0.2057877813504823,53.36588437158628
130,DRpre,M,V1,M,121,0.3890675241157556,36.565999749704744
131,DRpre,M,V1,V,126,0.40514469453376206,36.21603571075623
132,DRpre,V,A/RL/AL,A,23,0.21296296296296297,58.31495593636861
133,DRpre,V,A/RL/AL,M,59,0.5462962962962963,37.76008968162782
134,DRpre,V,A/RL/AL,V,26,0.24074074074074073,52.227587086008896
135,DRpre,V,AM/PM,A,6,0.13953488372093023,69.44261359639958
136,DRpre,V,AM/PM,M,18,0.4186046511627907,30.040512463988524
137,DRpre,V,AM/PM,V,19,0.4418604651162791,26.89397594920329
138,DRpre,V,LM,A,4,0.26666666666666666,66.83054433034326
139,DRpre,V,LM,M,6,0.4,99.79140494995248
140,DRpre,V,LM,V,5,0.3333333333333333,64.13356613640323
141,DRpre,V,V1,A,56,0.18181818181818182,57.327096961623425
142,DRpre,V,V1,M,126,0.4090909090909091,37.949978115702855
143,DRpre,V,V1,V,126,0.4090909090909091,39.270507411458546
144,DRpre,A,A/RL/AL,A,23,0.23,56.44635400335834
145,DRpre,A,A/RL/AL,M,49,0.49,41.053456532353295
146,DRpre,A,A/RL/AL,V,28,0.28,50.94480358446499
147,DRpre,A,AM/PM,A,1,0.1111111111111111,54.23297677836946
148,DRpre,A,AM/PM,M,4,0.4444444444444444,29.01232270353102
149,DRpre,A,AM/PM,V,4,0.4444444444444444,29.967566171927906
150,DRpre,A,LM,A,7,0.30434782608695654,64.55337366326566
151,DRpre,A,LM,M,9,0.391304347826087,62.19430916956894
152,DRpre,A,LM,V,7,0.30434782608695654,72.29243583533287
153,DRpre,A,V1,A,26,0.18439716312056736,56.64578603820026
154,DRpre,A,V1,M,58,0.41134751773049644,39.57139838682783
155,DRpre,A,V1,V,57,0.40425531914893614,42.55978889556377
156,DRpre,M,A/RL/AL,A,42,0.18025751072961374,54.31864939745334
157,DRpre,M,A/RL/AL,M,130,0.5579399141630901,35.920666013000876
158,DRpre,M,A/RL/AL,V,61,0.26180257510729615,49.27433796757689
159,DRpre,M,AM/PM,A,5,0.1111111111111111,54.92890136284988
160,DRpre,M,AM/PM,M,20,0.4444444444444444,29.99164069868275
161,DRpre,M,AM/PM,V,20,0.4444444444444444,26.990624691747765
162,DRpre,M,LM,A,7,0.3684210526315789,45.93686272969643
163,DRpre,M,LM,M,7,0.3684210526315789,39.949319792158384
164,DRpre,M,LM,V,5,0.2631578947368421,50.11418391382843
165,DRpre,M,V1,A,63,0.2032258064516129,54.98779156024427
166,DRpre,M,V1,M,130,0.41935483870967744,38.27268709877021
167,DRpre,M,V1,V,117,0.3774193548387097,38.95063326007584
168,DRpre,V,A/RL/AL,A,24,0.2222222222222222,56.72768754897888
169,DRpre,V,A/RL/AL,M,58,0.5370370370370371,37.20242092464815
170,DRpre,V,A/RL/AL,V,26,0.24074074074074073,56.21469313466982
171,DRpre,V,AM/PM,A,4,0.09302325581395349,53.9615792180803
172,DRpre,V,AM/PM,M,20,0.46511627906976744,25.64753603780448
173,DRpre,V,AM/PM,V,19,0.4418604651162791,25.96950973331531
174,DRpre,V,LM,A,5,0.35714285714285715,48.6306167899382
175,DRpre,V,LM,M,6,0.42857142857142855,53.00086891608582
176,DRpre,V,LM,V,3,0.21428571428571427,61.66521877500553
177,DRpre,V,V1,A,56,0.18122977346278318,55.95521737250727
178,DRpre,V,V1,M,128,0.41423948220064727,37.22172280710878
179,DRpre,V,V1,V,125,0.4045307443365696,38.05429498234549
180,DRpre,A,A/RL/AL,A,28,0.27722772277227725,52.90436144591351
181,DRpre,A,A/RL/AL,M,47,0.46534653465346537,36.5185062681909
182,DRpre,A,A/RL/AL,V,26,0.25742574257425743,49.68902110978838
183,DRpre,A,AM/PM,A,2,0.14285714285714285,57.62893841569259
184,DRpre,A,AM/PM,M,7,0.5,32.28566551651816
185,DRpre,A,AM/PM,V,5,0.35714285714285715,30.998621167125474
186,DRpre,A,LM,A,5,0.25,54.659369479723935
187,DRpre,A,LM,M,4,0.2,93.21827367965706
188,DRpre,A,LM,V,11,0.55,56.79843196620139
189,DRpre,A,V1,A,23,0.16666666666666666,57.354705839773516
190,DRpre,A,V1,M,52,0.37681159420289856,41.933934246695394
191,DRpre,A,V1,V,63,0.45652173913043476,41.580529913894246
192,DRpre,M,A/RL/AL,A,46,0.19327731092436976,55.33270136502433
193,DRpre,M,A/RL/AL,M,135,0.5672268907563025,36.50518162963061
194,DRpre,M,A/RL/AL,V,57,0.23949579831932774,50.33324898983429
195,DRpre,M,AM/PM,A,10,0.25,43.29764657198437
196,DRpre,M,AM/PM,M,11,0.275,29.144001500680623
197,DRpre,M,AM/PM,V,19,0.475,26.255384329924787
198,DRpre,M,LM,A,4,0.25,57.79677102033598
199,DRpre,M,LM,M,8,0.5,42.50092912174302
200,DRpre,M,LM,V,4,0.25,44.54898856821833
201,DRpre,M,V1,A,47,0.1501597444089457,54.173662887564596
202,DRpre,M,V1,M,144,0.46006389776357826,34.56534772609149
203,DRpre,M,V1,V,122,0.38977635782747605,38.27271681679516
204,DRpre,V,A/RL/AL,A,28,0.27450980392156865,56.05006512157595
205,DRpre,V,A/RL/AL,M,48,0.47058823529411764,38.95305630000643
206,DRpre,V,A/RL/AL,V,26,0.2549019607843137,58.963252342287525
207,DRpre,V,AM/PM,A,5,0.11627906976744186,50.943187043660885
208,DRpre,V,AM/PM,M,21,0.4883720930232558,30.25731291712983
209,DRpre,V,AM/PM,V,17,0.3953488372093023,27.802281275513664
210,DRpre,V,LM,A,9,0.45,55.65379478385648
211,DRpre,V,LM,M,7,0.35,62.12518147188314
212,DRpre,V,LM,V,4,0.2,71.538996002078
213,DRpre,V,V1,A,61,0.19741100323624594,57.16645107404297
214,DRpre,V,V1,M,117,0.3786407766990291,40.989961002528105
215,DRpre,V,V1,V,131,0.42394822006472493,37.66271435916415
216,DRpre,A,A/RL/AL,A,23,0.23711340206185566,63.82564127727525
217,DRpre,A,A/RL/AL,M,43,0.44329896907216493,41.386558241530864
218,DRpre,A,A/RL/AL,V,31,0.31958762886597936,53.91846009962096
219,DRpre,A,AM/PM,A,0,0.0,65.21023780039981
220,DRpre,A,AM/PM,M,5,0.45454545454545453,30.823000679905057
221,DRpre,A,AM/PM,V,6,0.5454545454545454,35.63523070218346
222,DRpre,A,LM,A,9,0.391304347826087,62.84356495423885
223,DRpre,A,LM,M,12,0.5217391304347826,54.53990145870739
224,DRpre,A,LM,V,2,0.08695652173913043,60.35393731234276
225,DRpre,A,V1,A,26,0.18309859154929578,54.79375256368716
226,DRpre,A,V1,M,57,0.4014084507042254,40.20552120241431
227,DRpre,A,V1,V,59,0.4154929577464789,40.012072545956414
228,DRpre,M,A/RL/AL,A,43,0.18143459915611815,58.58317662045179
229,DRpre,M,A/RL/AL,M,126,0.5316455696202531,33.783516047757956
230,DRpre,M,A/RL/AL,V,68,0.2869198312236287,49.342363172941795
231,DRpre,M,AM/PM,A,3,0.06382978723404255,47.11232348502362
232,DRpre,M,AM/PM,M,31,0.6595744680851063,22.5473433067313
233,DRpre,M,AM/PM,V,13,0.2765957446808511,33.20949558909037
234,DRpre,M,LM,A,7,0.3888888888888889,44.722552404237504
235,DRpre,M,LM,M,9,0.5,44.766845971149635
236,DRpre,M,LM,V,2,0.1111111111111111,65.46764628272577
237,DRpre,M,V1,A,53,0.1737704918032787,58.86931565246407
238,DRpre,M,V1,M,128,0.419672131147541,39.22103138807513
239,DRpre,M,V1,V,124,0.4065573770491803,38.67703879600247
240,DRpre,V,A/RL/AL,A,21,0.19626168224299065,53.68465652695521
241,DRpre,V,A/RL/AL,M,63,0.5887850467289719,35.12635259155278
242,DRpre,V,A/RL/AL,V,23,0.21495327102803738,49.620767137908366
243,DRpre,V,AM/PM,A,5,0.1282051282051282,46.39534407187565
244,DRpre,V,AM/PM,M,17,0.4358974358974359,29.670048810064753
245,DRpre,V,AM/PM,V,17,0.4358974358974359,27.831202884219913
246,DRpre,V,LM,A,6,0.4,46.088178340917736
247,DRpre,V,LM,M,7,0.4666666666666667,55.977648842572215
248,DRpre,V,LM,V,2,0.13333333333333333,60.27422715528477
249,DRpre,V,V1,A,48,0.15335463258785942,54.30286958063087
250,DRpre,V,V1,M,127,0.4057507987220447,36.79461747346094
251,DRpre,V,V1,V,138,0.44089456869009586,35.625598021006184
252,DRpre,A,A/RL/AL,A,25,0.24752475247524752,61.764435146809376
253,DRpre,A,A/RL/AL,M,48,0.4752475247524752,41.07951999818926
254,DRpre,A,A/RL/AL,V,28,0.27722772277227725,50.985845452740584
255,DRpre,A,AM/PM,A,0,0.0,62.604790549030795
256,DRpre,A,AM/PM,M,5,0.5555555555555556,24.22958503576923
257,DRpre,A,AM/PM,V,4,0.4444444444444444,27.10815577329383
258,DRpre,A,LM,A,8,0.36363636363636365,47.75058629183436
259,DRpre,A,LM,M,7,0.3181818181818182,48.436638534278444
260,DRpre,A,LM,V,7,0.3181818181818182,64.97359266722043
261,DRpre,A,V1,A,28,0.19858156028368795,60.925596685222054
262,DRpre,A,V1,M,56,0.3971631205673759,41.456761246312695
263,DRpre,A,V1,V,57,0.40425531914893614,38.284707086023296
264,DRpre,M,A/RL/AL,A,47,0.2052401746724891,52.061171854360566
265,DRpre,M,A/RL/AL,M,123,0.537117903930131,37.10758917226134
266,DRpre,M,A/RL/AL,V,59,0.2576419213973799,46.6042736726504
267,DRpre,M,AM/PM,A,5,0.11904761904761904,59.99699406217884
268,DRpre,M,AM/PM,M,14,0.3333333333333333,31.137046136821525
269,DRpre,M,AM/PM,V,23,0.5476190476190477,27.619356121170988
270,DRpre,M,LM,A,2,0.08695652173913043,58.48527851480884
271,DRpre,M,LM,M,16,0.6956521739130435,39.90968676655932
272,DRpre,M,LM,V,5,0.21739130434782608,59.834937520160054
273,DRpre,M,V1,A,55,0.1757188498402556,53.016725650881725
274,DRpre,M,V1,M,146,0.46645367412140576,35.91595108926951
275,DRpre,M,V1,V,112,0.35782747603833864,37.40550402157998
276,DRpre,V,A/RL/AL,A,29,0.26126126126126126,55.08893672495427
277,DRpre,V,A/RL/AL,M,59,0.5315315315315315,38.372742573054694
278,DRpre,V,A/RL/AL,V,23,0.2072072072072072,55.96596771244995
279,DRpre,V,AM/PM,A,1,0.021739130434782608,55.891612812789134
280,DRpre,V,AM/PM,M,21,0.45652173913043476,24.437296651994885
281,DRpre,V,AM/PM,V,24,0.5217391304347826,26.925864384540997
282,DRpre,V,LM,A,6,0.5454545454545454,56.4701392833314
283,DRpre,V,LM,M,3,0.2727272727272727,56.2553627122569
284,DRpre,V,LM,V,2,0.18181818181818182,77.48740703636696
285,DRpre,V,V1,A,62,0.20261437908496732,52.536549889015525
286,DRpre,V,V1,M,117,0.38235294117647056,40.90149505936441
287,DRpre,V,V1,V,127,0.4150326797385621,39.80775842671026
288,DRpre,A,A/RL/AL,A,19,0.2,57.317703223809936
289,DRpre,A,A/RL/AL,M,48,0.5052631578947369,43.35103426582571
290,DRpre,A,A/RL/AL,V,28,0.29473684210526313,46.60665845800412
291,DRpre,A,AM/PM,A,4,0.36363636363636365,46.618474558708755
292,DRpre,A,AM/PM,M,6,0.5454545454545454,26.457259293083293
293,DRpre,A,AM/PM,V,1,0.09090909090909091,46.11277726608917
294,DRpre,A,LM,A,9,0.34615384615384615,52.93080580410241
295,DRpre,A,LM,M,12,0.46153846153846156,55.58052950649351
296,DRpre,A,LM,V,5,0.19230769230769232,66.50470168899224
297,DRpre,A,V1,A,29,0.20567375886524822,56.35182415833586
298,DRpre,A,V1,M,59,0.41843971631205673,40.83738917763758
299,DRpre,A,V1,V,53,0.375886524822695,39.61864938119499
300,DRpre,M,A/RL/AL,A,51,0.21518987341772153,54.503019572562486
301,DRpre,M,A/RL/AL,M,135,0.569620253164557,34.564790233145644
302,DRpre,M,A/RL/AL,V,51,0.21518987341772153,51.147624087353634
303,DRpre,M,AM/PM,A,7,0.16666666666666666,58.685443750002
304,DRpre,M,AM/PM,M,15,0.35714285714285715,29.039098621488225
305,DRpre,M,AM/PM,V,20,0.47619047619047616,29.83081080224649
306,DRpre,M,LM,A,8,0.4444444444444444,53.3086524433704
307,DRpre,M,LM,M,7,0.3888888888888889,67.74562114442466
308,DRpre,M,LM,V,3,0.16666666666666666,77.47523926704642
309,DRpre,M,V1,A,53,0.17096774193548386,53.777190445462026
310,DRpre,M,V1,M,139,0.4483870967741935,35.92104949116555
311,DRpre,M,V1,V,118,0.38064516129032255,38.47286565261264
312,DRpre,V,A/RL/AL,A,19,0.1743119266055046,55.65455506032014
313,DRpre,V,A/RL/AL,M,59,0.5412844036697247,42.32631028647508
314,DRpre,V,A/RL/AL,V,31,0.28440366972477066,52.94742840107856
315,DRpre,V,AM/PM,A,3,0.06818181818181818,57.62161410352
316,DRpre,V,AM/PM,M,21,0.4772727272727273,28.37935411498065
317,DRpre,V,AM/PM,V,20,0.45454545454545453,29.10896338681448
318,DRpre,V,LM,A,5,0.4166666666666667,37.71652551652806
319,DRpre,V,LM,M,3,0.25,49.96014371325423
320,DRpre,V,LM,V,4,0.3333333333333333,54.76646615007889
321,DRpre,V,V1,A,49,0.15857605177993528,56.59285264987198
322,DRpre,V,V1,M,131,0.42394822006472493,44.484227502222105
323,DRpre,V,V1,V,129,0.4174757281553398,40.49315179632986
324,DRpre,A,A/RL/AL,A,27,0.2523364485981308,53.384181192595165
325,DRpre,A,A/RL/AL,M,51,0.4766355140186916,34.72423250283967
326,DRpre,A,A/RL/AL,V,29,0.27102803738317754,51.54600353840227
327,DRpre,A,AM/PM,A,2,0.16666666666666666,45.73523735756579
328,DRpre,A,AM/PM,M,5,0.4166666666666667,26.11318195196488
329,DRpre,A,AM/PM,V,5,0.4166666666666667,23.707186616344753
330,DRpre,A,LM,A,1,0.0625,70.8240713792987
331,DRpre,A,LM,M,7,0.4375,42.21677390089354
332,DRpre,A,LM,V,8,0.5,41.99523261161145
333,DRpre,A,V1,A,20,0.14492753623188406,57.4427967524883
334,DRpre,A,V1,M,61,0.4420289855072464,43.528014093782176
335,DRpre,A,V1,V,57,0.41304347826086957,36.91526321202344
336,DRpre,M,A/RL/AL,A,52,0.22608695652173913,59.29971834014079
337,DRpre,M,A/RL/AL,M,133,0.5782608695652174,36.240403856678256
338,DRpre,M,A/RL/AL,V,45,0.1956521739130435,60.69556760297111
339,DRpre,M,AM/PM,A,5,0.1282051282051282,55.2003192751282
340,DRpre,M,AM/PM,M,20,0.5128205128205128,28.607201390922484
341,DRpre,M,AM/PM,V,14,0.358974358974359,29.789302660987886
342,DRpre,M,LM,A,8,0.36363636363636365,61.156241738040464
343,DRpre,M,LM,M,9,0.4090909090909091,52.25276258850395
344,DRpre,M,LM,V,5,0.22727272727272727,51.2616255324478
345,DRpre,M,V1,A,54,0.17088607594936708,57.319084866642434
346,DRpre,M,V1,M,140,0.4430379746835443,36.94816150041379
347,DRpre,M,V1,V,122,0.3860759493670886,36.243502280807974
348,DRpre,V,A/RL/AL,A,23,0.22115384615384615,56.34668383306669
349,DRpre,V,A/RL/AL,M,47,0.4519230769230769,39.67199729186583
350,DRpre,V,A/RL/AL,V,34,0.3269230769230769,52.02046095081131
351,DRpre,V,AM/PM,A,9,0.1956521739130435,44.358606559860135
352,DRpre,V,AM/PM,M,18,0.391304347826087,28.449847572745192
353,DRpre,V,AM/PM,V,19,0.41304347826086957,28.979989439537004
354,DRpre,V,LM,A,6,0.3333333333333333,53.27770544725187
355,DRpre,V,LM,M,10,0.5555555555555556,47.13134791485036
356,DRpre,V,LM,V,2,0.1111111111111111,78.35994463290552
357,DRpre,V,V1,A,59,0.19281045751633988,60.44013438511442
358,DRpre,V,V1,M,127,0.4150326797385621,40.28542025521703
359,DRpre,V,V1,V,120,0.39215686274509803,37.900833314122444
360,DRpre,A,A/RL/AL,A,26,0.25,58.94580056089546
361,DRpre,A,A/RL/AL,M,57,0.5480769230769231,39.85270637867443
362,DRpre,A,A/RL/AL,V,21,0.20192307692307693,55.083722135466346
363,DRpre,A,AM/PM,A,1,0.09090909090909091,58.36986307863918
364,DRpre,A,AM/PM,M,5,0.45454545454545453,30.928930990596427
365,DRpre,A,AM/PM,V,5,0.45454545454545453,28.528582486681728
366,DRpre,A,LM,A,5,0.2777777777777778,58.95120306322115
367,DRpre,A,LM,M,9,0.5,40.01987267191926
368,DRpre,A,LM,V,4,0.2222222222222222,63.03307866610006
369,DRpre,A,V1,A,30,0.21428571428571427,56.47822344735713
370,DRpre,A,V1,M,57,0.40714285714285714,37.445590644790364
371,DRpre,A,V1,V,53,0.37857142857142856,36.06534207230983
372,DRpre,M,A/RL/AL,A,48,0.2096069868995633,53.29055463306309
373,DRpre,M,A/RL/AL,M,120,0.5240174672489083,37.26465907542441
374,DRpre,M,A/RL/AL,V,61,0.2663755458515284,50.94354268870876
375,DRpre,M,AM/PM,A,3,0.08333333333333333,53.74184665465242
376,DRpre,M,AM/PM,M,14,0.3888888888888889,30.590045139512785
377,DRpre,M,AM/PM,V,19,0.5277777777777778,26.476359347480937
378,DRpre,M,LM,A,8,0.3333333333333333,57.49386994824661
379,DRpre,M,LM,M,12,0.5,47.215711000652796
380,DRpre,M,LM,V,4,0.16666666666666666,84.32839832930665
381,DRpre,M,V1,A,55,0.17295597484276728,61.77062496745063
382,DRpre,M,V1,M,146,0.4591194968553459,37.27071385919418
383,DRpre,M,V1,V,117,0.36792452830188677,38.51186358937874
384,DRpre,V,A/RL/AL,A,23,0.21296296296296297,53.80106253228969
385,DRpre,V,A/RL/AL,M,55,0.5092592592592593,33.62440801158877
386,DRpre,V,A/RL/AL,V,30,0.2777777777777778,46.16842549329596
387,DRpre,V,AM/PM,A,7,0.14,51.01100327589812
388,DRpre,V,AM/PM,M,22,0.44,28.1894120687175
389,DRpre,V,AM/PM,V,21,0.42,29.01468394968556
390,DRpre,V,LM,A,4,0.2857142857142857,59.05995724086453
391,DRpre,V,LM,M,5,0.35714285714285715,51.568819938065566
392,DRpre,V,LM,V,5,0.35714285714285715,67.55669420816575
393,DRpre,V,V1,A,55,0.18211920529801323,59.408941665314046
394,DRpre,V,V1,M,125,0.4139072847682119,41.153121397307984
395,DRpre,V,V1,V,122,0.40397350993377484,39.96270443802834
396,DRpre,A,A/RL/AL,A,20,0.19801980198019803,60.14126513037798
397,DRpre,A,A/RL/AL,M,52,0.5148514851485149,41.191846549007025
398,DRpre,A,A/RL/AL,V,29,0.2871287128712871,53.483789375476974
399,DRpre,A,AM/PM,A,0,0.0,65.88112805045961
400,DRpre,A,AM/PM,M,7,0.7777777777777778,23.453715679432573
401,DRpre,A,AM/PM,V,2,0.2222222222222222,29.786470111430187
402,DRpre,A,LM,A,11,0.5238095238095238,60.00455509717282
403,DRpre,A,LM,M,9,0.42857142857142855,51.244055181236774
404,DRpre,A,LM,V,1,0.047619047619047616,86.15393562760046
405,DRpre,A,V1,A,14,0.09859154929577464,59.88119678834299
